id,type of activity 
9161,CITATION
9162,HOUSING / ZONING
9163,HOUSING / ZONING
9164,HOUSING / ZONING
9165,CITATION
9166,CONSTRUCTION
9167,HOUSING / ZONING
9168,CITATION
9169,CITATION
9170,UNFIT BUILDING OR PREMISES
9171,CITATION
9172,VACANT BUILDING MONITORING
9173,CITATION
9174,CITATION
9175,CITATION
9176,CITATION
9177,CITATION
9178,CITATION
9179,HOUSING / ZONING
9180,HOUSING / ZONING
9181,UNFIT BUILDING OR PREMISES
9182,HOUSING / ZONING
9183,HOUSING / ZONING
9184,CITATION
9185,CONSTRUCTION
9186,CONSTRUCTION
9187,CITATION
9188,HOUSING / ZONING
9189,CITATION
9190,CITATION
9191,CITATION
9192,CITATION
9193,CITATION
9194,CITATION
9195,CITATION
9196,CONSTRUCTION
9197,HOUSING / ZONING
9198,HOUSING / ZONING
9199,TENANT RELOCATION ORDINANCE
9200,TENANT RELOCATION ORDINANCE
9201,VACANT BUILDING MONITORING
9202,CITATION
9203,VACANT BUILDING MONITORING
9204,CITATION
9205,HOUSING / ZONING
9206,CITATION
9207,CONSTRUCTION
9208,CITATION
9209,CITATION
9210,CITATION
9211,HOUSING / ZONING
9212,CITATION
9213,HOUSING / ZONING
9214,CONSTRUCTION
9215,CITATION
9216,HOUSING / ZONING
9217,HOUSING / ZONING
9218,HOUSING / ZONING
9219,HOUSING / ZONING
9220,CITATION
9221,CONSTRUCTION
9222,CONSTRUCTION
9223,HOUSING / ZONING
9224,CITATION
9225,HOUSING / ZONING
9226,HOUSING / ZONING
9227,CONSTRUCTION
9228,HOUSING / ZONING
9229,HOUSING / ZONING
9230,HOUSING / ZONING
9231,HOUSING / ZONING
9232,CONSTRUCTION
9233,CONSTRUCTION
9234,CITATION
9235,CITATION
9236,TENANT RELOCATION ORDINANCE
9237,HOUSING / ZONING
9238,HOUSING / ZONING
9239,CONSTRUCTION
9240,TENANT RELOCATION ORDINANCE
9241,CITATION
9242,CITATION
9243,HOUSING / ZONING
9244,CITATION
9245,HOUSING / ZONING
9246,HOUSING / ZONING
9247,CITATION
9248,HOUSING / ZONING
9249,CITATION
9250,CITATION
9251,HOUSING / ZONING
9252,HOUSING / ZONING
9253,CONSTRUCTION
9254,CITATION
9255,CITATION
9256,CITATION
9257,CITATION
9258,CITATION
9259,CITATION
9260,CITATION
9261,HOUSING / ZONING
9262,CITATION
9263,CITATION
9264,CONSTRUCTION
9265,HOUSING / ZONING
9266,CONSTRUCTION
9267,HOUSING / ZONING
9268,TENANT RELOCATION ORDINANCE
9269,HOUSING / ZONING
9270,CITATION
9271,HOUSING / ZONING
9272,CONSTRUCTION
9273,CONSTRUCTION
9274,CITATION
9275,HOUSING / ZONING
9276,CONSTRUCTION
9277,CITATION
9278,VACANT BUILDING MONITORING
9279,TENANT RELOCATION ORDINANCE
9280,HOUSING / ZONING
9281,HOUSING / ZONING
9282,CITATION
9283,CITATION
9284,HOUSING / ZONING
9285,CITATION
9286,TENANT RELOCATION ORDINANCE
9287,CONSTRUCTION
9288,HOUSING / ZONING
9289,CONSTRUCTION
9290,CITATION
9291,CITATION
9292,TENANT RELOCATION ORDINANCE
9293,HOUSING / ZONING
9294,TENANT RELOCATION ORDINANCE
9295,CITATION
9296,CITATION
9297,CITATION
9298,CITATION
9299,HOUSING / ZONING
9300,HOUSING / ZONING
9301,CONSTRUCTION
9302,CONSTRUCTION
9303,HOUSING / ZONING
9304,CONSTRUCTION
9305,CITATION
9306,HOUSING / ZONING
9307,CITATION
9308,TENANT RELOCATION ORDINANCE
9309,TENANT RELOCATION ORDINANCE
9310,HOUSING / ZONING
9311,CITATION
9312,CITATION
9313,HOUSING / ZONING
9314,CITATION
9315,CITATION
9316,CITATION
9317,CONSTRUCTION
9318,CONSTRUCTION
9319,HOUSING / ZONING
9320,CITATION
9321,CONSTRUCTION
9322,HOUSING / ZONING
9323,HOUSING / ZONING
9324,HOUSING / ZONING
9325,CONSTRUCTION
9326,CONSTRUCTION
9327,HOUSING / ZONING
9328,CITATION
9329,CONSTRUCTION
9330,HOUSING / ZONING
9331,HOUSING / ZONING
9332,TENANT RELOCATION ORDINANCE
9333,CONSTRUCTION
9334,CONSTRUCTION
9335,CONSTRUCTION
9336,HOUSING / ZONING
9337,CONSTRUCTION
9338,CONSTRUCTION
9339,HOUSING / ZONING
9340,HOUSING / ZONING
9341,HOUSING / ZONING
9342,CITATION
9343,TENANT RELOCATION ORDINANCE
9344,HOUSING / ZONING
9345,CITATION
9346,CITATION
9347,CITATION
9348,TENANT RELOCATION ORDINANCE
9349,CITATION
9350,HOUSING / ZONING
9351,TENANT RELOCATION ORDINANCE
9352,CONSTRUCTION
9353,CITATION
9354,CITATION
9355,HOUSING / ZONING
9356,CITATION
9357,HOUSING / ZONING
9358,HOUSING / ZONING
9359,HOUSING / ZONING
9360,CITATION
9361,CONSTRUCTION
9362,HOUSING / ZONING
9363,CONSTRUCTION
9364,CITATION
9365,HOUSING / ZONING
9366,HOUSING / ZONING
9367,CONSTRUCTION
9368,TENANT RELOCATION ORDINANCE
9369,CONSTRUCTION
9370,HOUSING / ZONING
9371,HOUSING / ZONING
9372,CITATION
9373,CITATION
9374,CONSTRUCTION
9375,CONSTRUCTION
9376,CONSTRUCTION
9377,CONSTRUCTION
9378,CONSTRUCTION
9379,HOUSING / ZONING
9380,CITATION
9381,HOUSING / ZONING
9382,CITATION
9383,CITATION
9384,CITATION
9385,HOUSING / ZONING
9386,CONSTRUCTION
9387,HOUSING / ZONING
9388,CONSTRUCTION
9389,VACANT BUILDING MONITORING
9390,CITATION
9391,HOUSING / ZONING
9392,CITATION
9393,CONSTRUCTION
9394,CITATION
9395,CONSTRUCTION
9396,CITATION
9397,HOUSING / ZONING
9398,CITATION
9399,HOUSING / ZONING
9400,CITATION
9401,CITATION
9402,CITATION
9403,CITATION
9404,HOUSING / ZONING
9405,HOUSING / ZONING
9406,CITATION
9407,CITATION
9408,TENANT RELOCATION ORDINANCE
9409,CITATION
9410,CITATION
9411,CONSTRUCTION
9412,CITATION
9413,HOUSING / ZONING
9414,HOUSING / ZONING
9415,HOUSING / ZONING
9416,HOUSING / ZONING
9417,HOUSING / ZONING
9418,HOUSING / ZONING
9419,HOUSING / ZONING
9420,CITATION
9421,HOUSING / ZONING
9422,CONSTRUCTION
9423,CITATION
9424,CONSTRUCTION
9425,CITATION
9426,HOUSING / ZONING
9427,HOUSING / ZONING
9428,HOUSING / ZONING
9429,HOUSING / ZONING
9430,HOUSING / ZONING
9431,HOUSING / ZONING
9432,HOUSING / ZONING
9433,HOUSING / ZONING
9434,CITATION
9435,HOUSING / ZONING
9436,CITATION
9437,CITATION
9438,HOUSING / ZONING
9439,HOUSING / ZONING
9440,CONSTRUCTION
9441,HOUSING / ZONING
9442,CONSTRUCTION
9443,CONSTRUCTION
9444,TENANT RELOCATION ORDINANCE
9445,CITATION
9446,CITATION
9447,CITATION
9448,HOUSING / ZONING
9449,CONSTRUCTION
9450,CONSTRUCTION
9451,CITATION
9452,HOUSING / ZONING
9453,CITATION
9454,CITATION
9455,CITATION
9456,HOUSING / ZONING
9457,HOUSING / ZONING
9458,HOUSING / ZONING
9459,HOUSING / ZONING
9460,HOUSING / ZONING
9461,CONSTRUCTION
9462,CONSTRUCTION
9463,HOUSING / ZONING
9464,HOUSING / ZONING
9465,CITATION
9466,HOUSING / ZONING
9467,CITATION
9468,CONSTRUCTION
9469,CONSTRUCTION
9470,CONSTRUCTION
9471,HOUSING / ZONING
9472,HOUSING / ZONING
9473,CONSTRUCTION
9474,HOUSING / ZONING
9475,HOUSING / ZONING
9476,HOUSING / ZONING
9477,CITATION
9478,CITATION
9479,HOUSING / ZONING
9480,CONSTRUCTION
9481,HOUSING / ZONING
9482,CITATION
9483,HOUSING / ZONING
9484,HOUSING / ZONING
9485,CONSTRUCTION
9486,HOUSING / ZONING
9487,HOUSING / ZONING
9488,HOUSING / ZONING
9489,TENANT RELOCATION ORDINANCE
9490,HOUSING / ZONING
9491,CONSTRUCTION
9492,HOUSING / ZONING
9493,HOUSING / ZONING
9494,HOUSING / ZONING
9495,TENANT RELOCATION ORDINANCE
9496,CITATION
9497,CITATION
9498,CITATION
9499,CITATION
9500,CITATION
9501,CONSTRUCTION
9502,CONSTRUCTION
9503,HOUSING / ZONING
9504,TENANT RELOCATION ORDINANCE
9505,HOUSING / ZONING
9506,HOUSING / ZONING
9507,CITATION
9508,CONSTRUCTION
9509,CITATION
9510,HOUSING / ZONING
9511,CITATION
9512,CITATION
9513,CONSTRUCTION
9514,HOUSING / ZONING
9515,HOUSING / ZONING
9516,HOUSING / ZONING
9517,HOUSING / ZONING
9518,CONSTRUCTION
9519,CITATION
9520,CONSTRUCTION
9521,CONSTRUCTION
9522,HOUSING / ZONING
9523,CITATION
9524,HOUSING / ZONING
9525,CITATION
9526,CITATION
9527,CONSTRUCTION
9528,CITATION
9529,CITATION
9530,HOUSING / ZONING
9531,HOUSING / ZONING
9532,HOUSING / ZONING
9533,CITATION
9534,CONSTRUCTION
9535,CITATION
9536,CONSTRUCTION
9537,CITATION
9538,HOUSING / ZONING
9539,HOUSING / ZONING
9540,CITATION
9541,CITATION
9542,HOUSING / ZONING
9543,CITATION
9544,CONSTRUCTION
9545,CITATION
9546,HOUSING / ZONING
9547,CITATION
9548,CITATION
9549,TENANT RELOCATION ORDINANCE
9550,CONSTRUCTION
9551,TENANT RELOCATION ORDINANCE
9552,TENANT RELOCATION ORDINANCE
9553,CITATION
9554,CITATION
9555,HOUSING / ZONING
9556,CITATION
9557,CONSTRUCTION
9558,CONSTRUCTION
9559,HOUSING / ZONING
9560,CITATION
9561,CITATION
9562,HOUSING / ZONING
9563,CITATION
9564,CITATION
9565,CITATION
9566,CITATION
9567,CITATION
9568,CITATION
9569,CITATION
9570,CITATION
9571,CITATION
9572,VACANT BUILDING MONITORING
9573,VACANT BUILDING MONITORING
9574,HOUSING / ZONING
9575,HOUSING / ZONING
9576,CITATION
9577,CITATION
9578,HOUSING / ZONING
9579,HOUSING / ZONING
9580,HOUSING / ZONING
9581,HOUSING / ZONING
9582,CITATION
9583,CONSTRUCTION
9584,TENANT RELOCATION ORDINANCE
9585,CITATION
9586,HOUSING / ZONING
9587,HOUSING / ZONING
9588,CITATION
9589,HOUSING / ZONING
9590,CONSTRUCTION
9591,CITATION
9592,CITATION
9593,CONSTRUCTION
9594,HOUSING / ZONING
9595,CITATION
9596,CITATION
9597,HOUSING / ZONING
9598,CITATION
9599,CITATION
9600,CITATION
9601,HOUSING / ZONING
9602,HOUSING / ZONING
9603,CITATION
9604,CITATION
9605,TENANT RELOCATION ORDINANCE
9606,TENANT RELOCATION ORDINANCE
9607,HOUSING / ZONING
9608,HOUSING / ZONING
9609,CITATION
9610,HOUSING / ZONING
9611,HOUSING / ZONING
9612,CONSTRUCTION
9613,CITATION
9614,CONSTRUCTION
9615,CONSTRUCTION
9616,HOUSING / ZONING
9617,HOUSING / ZONING
9618,CITATION
9619,HOUSING / ZONING
9620,HOUSING / ZONING
9621,HOUSING / ZONING
9622,CITATION
9623,CONSTRUCTION
9624,CITATION
9625,TENANT RELOCATION ORDINANCE
9626,HOUSING / ZONING
9627,HOUSING / ZONING
9628,HOUSING / ZONING
9629,HOUSING / ZONING
9630,CITATION
9631,HOUSING / ZONING
9632,CITATION
9633,CITATION
9634,CONSTRUCTION
9635,CITATION
9636,CITATION
9637,CITATION
9638,HOUSING / ZONING
9639,HOUSING / ZONING
9640,HOUSING / ZONING
9641,HOUSING / ZONING
9642,CITATION
9643,CITATION
9644,HOUSING / ZONING
9645,CITATION
9646,CITATION
9647,HOUSING / ZONING
9648,HOUSING / ZONING
9649,CITATION
9650,CITATION
9651,HOUSING / ZONING
9652,CITATION
9653,HOUSING / ZONING
9654,CITATION
9655,CITATION
9656,CITATION
9657,HOUSING / ZONING
9658,CITATION
9659,CONSTRUCTION
9660,CITATION
9661,CONSTRUCTION
9662,CITATION
9663,CONSTRUCTION
9664,CONSTRUCTION
9665,CITATION
9666,CITATION
9667,TENANT RELOCATION ORDINANCE
9668,TENANT RELOCATION ORDINANCE
9669,CITATION
9670,HOUSING / ZONING
9671,HOUSING / ZONING
9672,CITATION
9673,HOUSING / ZONING
9674,CITATION
9675,CITATION
9676,TENANT RELOCATION ORDINANCE
9677,CITATION
9678,CITATION
9679,CITATION
9680,CITATION
9681,CITATION
9682,HOUSING / ZONING
9683,UNFIT BUILDING OR PREMISES
9684,CITATION
9685,HOUSING / ZONING
9686,CITATION
9687,CITATION
9688,CITATION
9689,CITATION
9690,HOUSING / ZONING
9691,HOUSING / ZONING
9692,CITATION
9693,CITATION
9694,CITATION
9695,HOUSING / ZONING
9696,CONSTRUCTION
9697,CITATION
9698,CITATION
9699,CITATION
9700,CITATION
9701,CITATION
9702,CITATION
9703,CITATION
9704,CITATION
9705,TENANT RELOCATION ORDINANCE
9706,HOUSING / ZONING
9707,HOUSING / ZONING
9708,CITATION
9709,CITATION
9710,TENANT RELOCATION ORDINANCE
9711,HOUSING / ZONING
9712,CITATION
9713,CITATION
9714,CONSTRUCTION
9715,CITATION
9716,HOUSING / ZONING
9717,CITATION
9718,HOUSING / ZONING
9719,HOUSING / ZONING
9720,HOUSING / ZONING
9721,HOUSING / ZONING
9722,HOUSING / ZONING
9723,HOUSING / ZONING
9724,HOUSING / ZONING
9725,HOUSING / ZONING
9726,HOUSING / ZONING
9727,HOUSING / ZONING
9728,CONSTRUCTION
9729,CITATION
9730,CITATION
9731,CITATION
9732,VACANT BUILDING MONITORING
9733,HOUSING / ZONING
9734,HOUSING / ZONING
9735,HOUSING / ZONING
9736,HOUSING / ZONING
9737,CONSTRUCTION
9738,VACANT BUILDING MONITORING
9739,VACANT BUILDING MONITORING
9740,CITATION
9741,HOUSING / ZONING
9742,CITATION
9743,CONSTRUCTION
9744,VACANT BUILDING MONITORING
9745,HOUSING / ZONING
9746,CITATION
9747,CITATION
9748,HOUSING / ZONING
9749,HOUSING / ZONING
9750,HOUSING / ZONING
9751,TENANT RELOCATION ORDINANCE
9752,CITATION
9753,CONSTRUCTION
9754,CITATION
9755,CITATION
9756,HOUSING / ZONING
9757,HOUSING / ZONING
9758,HOUSING / ZONING
9759,CITATION
9760,TENANT RELOCATION ORDINANCE
9761,CITATION
9762,TENANT RELOCATION ORDINANCE
9763,CITATION
9764,CITATION
9765,CITATION
9766,HOUSING / ZONING
9767,HOUSING / ZONING
9768,HOUSING / ZONING
9769,CITATION
9770,CONSTRUCTION
9771,CITATION
9772,HOUSING / ZONING
9773,CITATION
9774,HOUSING / ZONING
9775,HOUSING / ZONING
9776,CITATION
9777,CONSTRUCTION
9778,HOUSING / ZONING
9779,CONSTRUCTION
9780,CITATION
9781,CONSTRUCTION
9782,CONSTRUCTION
9783,CITATION
9784,CITATION
9785,CONSTRUCTION
9786,CITATION
9787,HOUSING / ZONING
9788,CITATION
9789,CITATION
9790,HOUSING / ZONING
9791,CITATION
9792,CITATION
9793,CITATION
9794,CONSTRUCTION
9795,UNFIT BUILDING OR PREMISES
9796,UNFIT BUILDING OR PREMISES
9797,HOUSING / ZONING
9798,HOUSING / ZONING
9799,CITATION
9800,CITATION
9801,CITATION
9802,CITATION
9803,CONSTRUCTION
9804,CITATION
9805,HOUSING / ZONING
9806,CITATION
9807,HOUSING / ZONING
9808,HOUSING / ZONING
9809,HOUSING / ZONING
9810,HOUSING / ZONING
9811,HOUSING / ZONING
9812,CITATION
9813,CITATION
9814,CITATION
9815,CITATION
9816,HOUSING / ZONING
9817,HOUSING / ZONING
9818,HOUSING / ZONING
9819,CITATION
9820,CONSTRUCTION
9821,CITATION
9822,HOUSING / ZONING
9823,HOUSING / ZONING
9824,CONSTRUCTION
9825,VACANT BUILDING MONITORING
9826,HOUSING / ZONING
9827,HOUSING / ZONING
9828,CITATION
9829,HOUSING / ZONING
9830,CITATION
9831,CITATION
9832,CITATION
9833,CITATION
9834,CITATION
9835,CITATION
9836,CITATION
9837,CITATION
9838,CITATION
9839,CITATION
9840,CONSTRUCTION
9841,CITATION
9842,CITATION
9843,HOUSING / ZONING
9844,CONSTRUCTION
9845,HOUSING / ZONING
9846,HOUSING / ZONING
9847,CONSTRUCTION
9848,CITATION
9849,CITATION
9850,TENANT RELOCATION ORDINANCE
9851,CONSTRUCTION
9852,CITATION
9853,HOUSING / ZONING
9854,CONSTRUCTION
9855,CONSTRUCTION
9856,CONDO CONVERSION AND PRESALE
9857,HOUSING / ZONING
9858,HOUSING / ZONING
9859,CITATION
9860,HOUSING / ZONING
9861,HOUSING / ZONING
9862,HOUSING / ZONING
9863,CONSTRUCTION
9864,CITATION
9865,CONSTRUCTION
9866,HOUSING / ZONING
9867,CITATION
9868,CITATION
9869,CITATION
9870,CONSTRUCTION
9871,HOUSING / ZONING
9872,CITATION
9873,HOUSING / ZONING
9874,HOUSING / ZONING
9875,HOUSING / ZONING
9876,CITATION
9877,CONSTRUCTION
9878,HOUSING / ZONING
9879,TENANT RELOCATION ORDINANCE
9880,CITATION
9881,CONSTRUCTION
9882,HOUSING / ZONING
9883,HOUSING / ZONING
9884,HOUSING / ZONING
9885,CITATION
9886,HOUSING / ZONING
9887,HOUSING / ZONING
9888,HOUSING / ZONING
9889,CITATION
9890,CITATION
9891,HOUSING / ZONING
9892,HOUSING / ZONING
9893,TENANT RELOCATION ORDINANCE
9894,TENANT RELOCATION ORDINANCE
9895,CONSTRUCTION
9896,HOUSING / ZONING
9897,CITATION
9898,HOUSING / ZONING
9899,CONSTRUCTION
9900,TENANT RELOCATION ORDINANCE
9901,CITATION
9902,CITATION
9903,HOUSING / ZONING
9904,CITATION
9905,CONSTRUCTION
9906,CONSTRUCTION
9907,CITATION
9908,CONSTRUCTION
9909,HOUSING / ZONING
9910,CONSTRUCTION
9911,HOUSING / ZONING
9912,CONSTRUCTION
9913,HOUSING / ZONING
9914,CONSTRUCTION
9915,CITATION
9916,HOUSING / ZONING
9917,CITATION
9918,CONSTRUCTION
9919,TENANT RELOCATION ORDINANCE
9920,HOUSING / ZONING
9921,CITATION
9922,TENANT RELOCATION ORDINANCE
9923,HOUSING / ZONING
9924,HOUSING / ZONING
9925,CONSTRUCTION
9926,HOUSING / ZONING
9927,HOUSING / ZONING
9928,CONSTRUCTION
9929,HOUSING / ZONING
9930,CITATION
9931,CITATION
9932,CONSTRUCTION
9933,CITATION
9934,HOUSING / ZONING
9935,HOUSING / ZONING
9936,CITATION
9937,CONSTRUCTION
9938,HOUSING / ZONING
9939,CITATION
9940,CITATION
9941,HOUSING / ZONING
9942,CITATION
9943,HOUSING / ZONING
9944,CONSTRUCTION
9945,CONSTRUCTION
9946,HOUSING / ZONING
9947,CONSTRUCTION
9948,TENANT RELOCATION ORDINANCE
9949,HOUSING / ZONING
9950,HOUSING / ZONING
9951,HOUSING / ZONING
9952,HOUSING / ZONING
9953,CITATION
9954,CONSTRUCTION
9955,CITATION
9956,HOUSING / ZONING
9957,HOUSING / ZONING
9958,HOUSING / ZONING
9959,CITATION
9960,HOUSING / ZONING
9961,HOUSING / ZONING
9962,CITATION
9963,HOUSING / ZONING
9964,CITATION
9965,CITATION
9966,CITATION
9967,CITATION
9968,HOUSING / ZONING
9969,CONSTRUCTION
9970,CITATION
9971,CONSTRUCTION
9972,CONSTRUCTION
9973,CITATION
9974,HOUSING / ZONING
9975,CONSTRUCTION
9976,CONSTRUCTION
9977,CONSTRUCTION
9978,UNFIT BUILDING OR PREMISES
9979,HOUSING / ZONING
9980,HOUSING / ZONING
9981,HOUSING / ZONING
9982,CONSTRUCTION
9983,CONSTRUCTION
9984,CITATION
9985,CITATION
9986,CONSTRUCTION
9987,CONSTRUCTION
9988,CONSTRUCTION
9989,CONSTRUCTION
9990,CITATION
9991,CITATION
9992,HOUSING / ZONING
9993,HOUSING / ZONING
9994,HOUSING / ZONING
9995,HOUSING / ZONING
9996,CITATION
9997,CITATION
9998,CONSTRUCTION
9999,HOUSING / ZONING
10000,HOUSING / ZONING
10001,HOUSING / ZONING
10002,HOUSING / ZONING
10003,CONSTRUCTION
10004,CITATION
10005,CITATION
10006,CITATION
10007,HOUSING / ZONING
10008,HOUSING / ZONING
10009,CONSTRUCTION
10010,CONSTRUCTION
10011,HOUSING / ZONING
10012,HOUSING / ZONING
10013,HOUSING / ZONING
10014,HOUSING / ZONING
10015,CITATION
10016,HOUSING / ZONING
10017,CONSTRUCTION
10018,CITATION
10019,CITATION
10020,CITATION
10021,CITATION
10022,CITATION
10023,CITATION
10024,TENANT RELOCATION ORDINANCE
10025,CITATION
10026,HOUSING / ZONING
10027,CONSTRUCTION
10028,HOUSING / ZONING
10029,CITATION
10030,CITATION
10031,HOUSING / ZONING
10032,HOUSING / ZONING
10033,CITATION
10034,CONSTRUCTION
10035,CITATION
10036,HOUSING / ZONING
10037,CONSTRUCTION
10038,CONSTRUCTION
10039,HOUSING / ZONING
10040,CONSTRUCTION
10041,CONSTRUCTION
10042,CITATION
10043,HOUSING / ZONING
10044,HOUSING / ZONING
10045,HOUSING / ZONING
10046,CITATION
10047,CITATION
10048,HOUSING / ZONING
10049,CITATION
10050,HOUSING / ZONING
10051,HOUSING / ZONING
10052,HOUSING / ZONING
10053,HOUSING / ZONING
10054,CITATION
10055,CITATION
10056,HOUSING / ZONING
10057,HOUSING / ZONING
10058,CONSTRUCTION
10059,CITATION
10060,CITATION
10061,TENANT RELOCATION ORDINANCE
10062,CITATION
10063,VACANT BUILDING MONITORING
10064,HOUSING / ZONING
10065,HOUSING / ZONING
10066,HOUSING / ZONING
10067,CONSTRUCTION
10068,CITATION
10069,CONSTRUCTION
10070,CITATION
10071,HOUSING / ZONING
10072,HOUSING / ZONING
10073,HOUSING / ZONING
10074,CONSTRUCTION
10075,CITATION
10076,CITATION
10077,HOUSING / ZONING
10078,CITATION
10079,CITATION
10080,CONSTRUCTION
10081,HOUSING / ZONING
10082,CONSTRUCTION
10083,HOUSING / ZONING
10084,HOUSING / ZONING
10085,CITATION
10086,CITATION
10087,CONSTRUCTION
10088,CONSTRUCTION
10089,HOUSING / ZONING
10090,CONSTRUCTION
10091,CONSTRUCTION
10092,CONSTRUCTION
10093,CONSTRUCTION
10094,CITATION
10095,CITATION
10096,CITATION
10097,CITATION
10098,CITATION
10099,CONSTRUCTION
10100,CITATION
10101,CITATION
10102,CITATION
10103,HOUSING / ZONING
10104,CITATION
10105,CONSTRUCTION
10106,CITATION
10107,HOUSING / ZONING
10108,CITATION
10109,CITATION
10110,HOUSING / ZONING
10111,HOUSING / ZONING
10112,HOUSING / ZONING
10113,HOUSING / ZONING
10114,CONSTRUCTION
10115,CONSTRUCTION
10116,CONSTRUCTION
10117,HOUSING / ZONING
10118,CONSTRUCTION
10119,CONSTRUCTION
10120,HOUSING / ZONING
10121,CITATION
10122,TENANT RELOCATION ORDINANCE
10123,CONSTRUCTION
10124,CITATION
10125,TENANT RELOCATION ORDINANCE
10126,CITATION
10127,CITATION
10128,HOUSING / ZONING
10129,HOUSING / ZONING
10130,CITATION
10131,CONSTRUCTION
10132,CITATION
10133,HOUSING / ZONING
