id,PermitType,PermitNumber,PerrmitStatus 
4473,Construction,6500226,Permit Closed
4474,Construction,6500364,Permit Issued
4475,Construction,6500357,Permit Closed
4476,Construction,6500318,Permit Closed
4477,Construction,6500319,Permit Closed
4478,Construction,6499341,Permit Closed
4479,Construction,6500309,Permit Closed
4480,Demolition,6500287,Reviews Completed
4481,Construction,6448466,Application Accepted
4482,Construction,6500275,Permit Issued
4483,Construction,6500281,Permit Issued
4484,Construction,6500308,Permit Issued
4485,Construction,6500274,Permit Issued
4486,Construction,6493196,Permit Issued
4487,Construction,6500243,Permit Closed
4488,Demolition,6499964,Permit Issued
4489,Construction,6486167,Permit Issued
4490,Construction,6496683,Permit Issued
4491,Construction,6500189,Permit Closed
4492,Demolition,6499970,Reviews Completed
4493,Construction,6484286,Application Accepted
4494,Construction,6492263,Permit Closed
4495,Construction,6500183,Permit Issued
4496,Demolition,6399396,Permit Issued
4497,Construction,6463657,Permit Issued
4498,Demolition,6500131,Permit Closed
4499,Construction,6476535,Permit Closed
4500,Construction,6486876,Application Accepted
4501,Demolition,6499941,Reviews Completed
4502,Construction,6499939,Application Accepted
4503,Construction,6499940,Application Accepted
4504,Construction,6491546,Permit Issued
4505,Construction,6488529,Permit Issued
4506,Construction,6485880,Permit Issued
4507,Construction,6481197,Permit Issued
4508,Construction,6495044,Permit Issued
4509,Demolition,6500153,Permit Issued
4510,Construction,6499870,Permit Issued
4511,Construction,6495614,Permit Issued
4512,Construction,6499961,Permit Closed
4513,Construction,6475334,Permit Closed
4514,Demolition,6466872,Permit Issued
4515,Site Development,6500099,AP Closed
4516,Construction,6498112,Permit Closed
4517,Construction,6494467,Permit Issued
4518,Construction,6491204,Permit Issued
4519,Construction,6487952,Application Accepted
4520,Construction,6485287,Application Accepted
4521,Construction,6499834,Permit Closed
4522,Construction,6500000,Permit Issued
4523,Construction,6486923,Permit Closed
4524,Construction,6490244,Application Accepted
4525,Demolition,6499679,Reviews Completed
4526,Demolition,6499678,Reviews Completed
4527,Demolition,6499603,Reviews Completed
4528,Demolition,6499602,Reviews Completed
4529,Construction,6481940,Application Accepted
4530,Construction,6499567,Permit Issued
4531,Construction,6493834,Permit Issued
4532,Demolition,6499801,Permit Issued
4533,Construction,6483955,Permit Issued
4534,Construction,6480072,Permit Issued
4535,Construction,6453205,CANCELLED
4536,Construction,6499082,Permit Closed
4537,Construction,6477682,Application Accepted
4538,Construction,6494996,Permit Closed
4539,Construction,6468344,Permit Issued
4540,Construction,6499890,Permit Issued
4541,Construction,6499880,Permit Closed
4542,Construction,6499874,Permit Closed
4543,Construction,6499876,Permit Issued
4544,Construction,6499096,Application Accepted
4545,Construction,6499095,Application Accepted
4546,Construction,6499091,Application Accepted
4547,Construction,6499094,Application Accepted
4548,Construction,6474289,Application Accepted
4549,Construction,6499092,Application Accepted
4550,Construction,6499097,Application Accepted
4551,Construction,6499093,Application Accepted
4552,Construction,6422080,Permit Issued
4553,Site Development,6478183,Application Accepted
4554,Construction,6492368,Application Accepted
4555,Construction,6487108,Permit Issued
4556,Construction,6495617,Permit Closed
4557,Construction,6495784,Permit Closed
4558,Construction,6484724,Application Accepted
4559,Construction,6484730,Application Accepted
4560,Construction,6494981,Permit Closed
4561,Construction,6499872,Permit Issued
4562,Demolition,6495026,Permit Issued
4563,Construction,6482052,Permit Issued
4564,Demolition,6499193,Reviews Completed
4565,Construction,6487734,Permit Issued
4566,Demolition,6486118,Permit Issued
4567,Construction,6499785,Permit Issued
4568,Construction,6499784,Permit Issued
4569,Construction,6455890,Permit Issued
4570,Construction,6471053,Permit Issued
4571,Construction,6471044,Permit Issued
4572,Construction,6499738,Permit Closed
4573,Construction,6483486,Permit Issued
4574,Construction,6483861,Application Accepted
4575,Construction,6481913,Permit Issued
4576,Construction,6499676,Permit Closed
4577,Construction,6499681,Permit Closed
4578,Construction,6327107,Application Accepted
4579,Construction,6494237,Permit Closed
4580,Construction,6496531,Application Accepted
4581,Construction,6495967,Permit Closed
4582,Construction,6493915,Permit Closed
4583,Construction,6482004,Permit Issued
4584,Construction,6482905,Permit Issued
4585,Construction,6478526,Application Accepted
4586,Construction,6499659,Permit Issued
4587,Construction,6495662,Permit Issued
4588,Construction,6490783,Permit Closed
4589,Construction,6499621,Reviews Completed
4590,Demolition,6499629,Reviews Completed
4591,Construction,6499611,Permit Issued
4592,Construction,6487031,Permit Issued
4593,Construction,6474348,Application Accepted
4594,Construction,6492842,Permit Issued
4595,Construction,6498711,Permit Closed
4596,Construction,6499607,Permit Issued
4597,Construction,6487430,Permit Issued
4598,Construction,6492879,Permit Closed
4599,Construction,6493883,Permit Closed
4600,Construction,6499457,Permit Closed
4601,Construction,6487629,Permit Issued
4602,Construction,6483100,Application Accepted
4603,Construction,6486833,Permit Issued
4604,Construction,6475189,Permit Issued
4605,Construction,6497710,Permit Closed
4606,Construction,6495009,Permit Issued
4607,Construction,6495032,Permit Closed
4608,Construction,6483616,Permit Issued
4609,Demolition,6499252,Permit Issued
4610,Construction,6483996,Permit Issued
4611,Construction,6481873,Application Accepted
4612,Demolition,6499171,Permit Issued
4613,Construction,6456746,Permit Issued
4614,Demolition,6498765,Permit Issued
4615,Construction,6499392,Permit Closed
4616,Construction,6492465,Permit Issued
4617,Construction,6488519,Permit Issued
4618,Construction,6490189,Permit Issued
4619,Construction,6485107,Permit Issued
4620,Construction,6491648,Permit Issued
4621,Construction,6495781,Permit Issued
4622,Construction,6477792,Permit Issued
4623,Construction,6471536,Permit Issued
4624,Construction,6473900,Application Accepted
4625,Demolition,6498911,Permit Issued
4626,Construction,6485841,Application Accepted
4627,Demolition,6498630,Permit Issued
4628,Construction,6482589,Permit Issued
4629,Construction,6103003,
4630,Construction,6481902,Application Accepted
4631,Construction,6494186,Permit Closed
4632,Construction,6480608,Permit Issued
4633,Construction,6484851,Application Accepted
4634,Demolition,6499145,Reviews Completed
4635,Construction,6495709,Permit Issued
4636,Demolition,6499090,Permit Issued
4637,Construction,6423362,Application Accepted
4638,Site Development,6499382,AP Closed
4639,Construction,6494969,Permit Issued
4640,Construction,6489129,Permit Issued
4641,Construction,6494602,Application Accepted
4642,Construction,6499370,Permit Closed
4643,Site Development,6499367,AP Closed
4644,Construction,6499353,Permit Closed
4645,Site Development,6497919,AP Closed
4646,Site Development,6497957,AP Closed
4647,Construction,6481996,Permit Issued
4648,Construction,6499324,Permit Closed
4649,Construction,6497571,Permit Closed
4650,Construction,6499311,Permit Issued
4651,Construction,6499197,Permit Closed
4652,Construction,6494181,Permit Issued
4653,Construction,6499266,Permit Issued
4654,Construction,6498896,Permit Issued
4655,Construction,6498897,Permit Issued
4656,Construction,6498602,Permit Issued
4657,Site Development,6497717,Permit Issued
4658,Construction,6495195,Permit Issued
4659,Demolition,6498848,Permit Issued
4660,Construction,6484398,Permit Issued
4661,Construction,6498864,Permit Closed
4662,Construction,6498647,Permit Issued
4663,Demolition,6479905,Permit Closed
4664,Construction,6498522,Application Accepted
4665,Construction,6499126,Permit Issued
4666,Construction,6499118,Permit Closed
4667,Construction,6499074,Permit Issued
4668,Construction,6499068,Permit Closed
4669,Construction,6496846,Permit Issued
4670,Demolition,6498241,Reviews Completed
4671,Construction,6499048,Permit Issued
4672,Construction,6497892,Permit Issued
4673,Construction,6491599,Permit Issued
4674,Construction,6491986,Permit Closed
4675,Construction,6487809,Permit Issued
4676,Construction,6487804,Permit Issued
4677,Construction,6474588,Permit Issued
4678,Construction,6100105,
4679,Construction,6476834,Permit Closed
4680,Construction,6494885,Permit Issued
4681,Construction,6497357,Permit Issued
4682,Construction,6492689,Permit Issued
4683,Construction,6497873,Application Accepted
4684,Construction,6469086,Application Accepted
4685,Construction,6489021,Permit Issued
4686,Construction,6478862,Permit Issued
4687,Construction,6483315,Permit Issued
4688,Construction,6484674,Permit Issued
4689,Construction,6480885,Permit Issued
4690,Construction,6486716,Application Accepted
4691,Construction,6489200,Permit Issued
4692,Construction,6478049,Permit Issued
4693,Construction,6493775,Permit Issued
4694,Construction,6498972,Permit Closed
4695,Construction,6498964,Permit Issued
4696,Construction,6498956,Permit Issued
4697,Construction,6494975,Application Accepted
4698,Construction,6498944,Permit Issued
4699,Construction,6498892,Permit Issued
4700,Construction,6496488,Permit Closed
4701,Construction,6494776,Reviews Completed
4702,Construction,6459409,Permit Issued
4703,Site Development,6498844,AP Closed
4704,Construction,6479834,Permit Issued
4705,Construction,6497920,Permit Closed
4706,Construction,6497749,Permit Issued
4707,Construction,6498849,Permit Issued
4708,Construction,6498837,Permit Closed
4709,Construction,6498738,Permit Issued
4710,Demolition,6475871,Permit Issued
4711,Construction,6468538,Application Accepted
4712,Construction,6494438,Permit Issued
4713,Construction,6498534,Permit Closed
4714,Construction,6498744,Permit Closed
4715,Construction,6497209,Permit Closed
4716,Construction,6488484,Permit Closed
4717,Construction,6498726,Permit Closed
4718,Construction,6498706,Permit Closed
4719,Construction,6431323,Permit Closed
4720,Construction,6498680,Permit Issued
4721,Construction,6486524,Permit Closed
4722,Construction,6498491,Permit Issued
4723,Construction,6498350,Permit Issued
4724,Construction,6498656,Permit Closed
4725,Construction,6498645,Permit Closed
4726,Construction,6090294,
4727,Construction,6490664,Permit Issued
4728,Construction,6494326,Permit Issued
4729,Demolition,6489857,Reviews Completed
4730,Construction,6486474,Permit Issued
4731,Construction,6448456,CANCELLED
4732,Construction,6452458,Permit Closed
4733,Construction,6498563,Permit Issued
4734,Construction,6498572,Permit Closed
4735,Construction,6486062,Permit Issued
4736,Construction,6498557,Permit Closed
4737,Construction,6493119,Permit Closed
4738,Construction,6402109,Permit Closed
4739,Construction,6484385,Permit Issued
4740,Construction,6468248,Permit Issued
4741,Construction,6463510,Permit Issued
4742,Construction,6484820,Permit Issued
4743,Construction,6473856,Application Accepted
4744,Site Development,6498123,AP Closed
4745,Construction,6487301,Application Accepted
4746,Construction,6493885,Permit Issued
4747,Construction,6492882,Application Accepted
4748,Construction,6416758,Permit Issued
4749,Construction,6486681,Permit Closed
4750,Construction,6495800,Application Accepted
4751,Construction,6498429,Permit Closed
4752,Construction,6474853,Permit Issued
4753,Construction,6486930,Permit Issued
4754,Construction,6498418,Permit Issued
