id,Category,DesignType,DesignIncluded
748,SINGLE FAMILY / DUPLEX,II,N
749,SINGLE FAMILY / DUPLEX,II,N
750,COMMERCIAL,II,N
751,MULTIFAMILY,II,N
752,COMMERCIAL,II,Y
753,MULTIFAMILY,II,N
754,MULTIFAMILY,II,N
755,COMMERCIAL,II,N
756,SINGLE FAMILY / DUPLEX,II,N
757,MULTIFAMILY,II,N
758,SINGLE FAMILY / DUPLEX,II,N
759,COMMERCIAL,II,Y
760,COMMERCIAL,I,N
761,COMMERCIAL,II,N
762,MULTIFAMILY,II,N
763,SINGLE FAMILY / DUPLEX,II,N
764,SINGLE FAMILY / DUPLEX,II,N
765,COMMERCIAL,II,Y
766,SINGLE FAMILY / DUPLEX,II,N
767,COMMERCIAL,II,N
768,MULTIFAMILY,II,N
769,COMMERCIAL,II,Y
770,COMMERCIAL,II,Y
771,MULTIFAMILY,II,N
772,SINGLE FAMILY / DUPLEX,II,N
773,COMMERCIAL,II,Y
774,SINGLE FAMILY / DUPLEX,II,N
775,SINGLE FAMILY / DUPLEX,II,N
776,MULTIFAMILY,II,N
777,COMMERCIAL,II,N
778,SINGLE FAMILY / DUPLEX,II,Y
779,COMMERCIAL,II,Y
780,MULTIFAMILY,II,Y
781,SINGLE FAMILY / DUPLEX,II,N
782,COMMERCIAL,II,Y
783,MULTIFAMILY,II,Y
784,SINGLE FAMILY / DUPLEX,I,N
785,,II,
786,MULTIFAMILY,I,N
787,SINGLE FAMILY / DUPLEX,I,N
788,MULTIFAMILY,II,N
789,SINGLE FAMILY / DUPLEX,II,N
790,MULTIFAMILY,II,N
791,INSTITUTIONAL,II,N
792,COMMERCIAL,II,Y
793,SINGLE FAMILY / DUPLEX,II,N
794,SINGLE FAMILY / DUPLEX,II,N
795,MULTIFAMILY,II,N
796,COMMERCIAL,II,N
797,INSTITUTIONAL,II,N
798,SINGLE FAMILY / DUPLEX,II,N
799,SINGLE FAMILY / DUPLEX,II,N
800,MULTIFAMILY,II,N
801,SINGLE FAMILY / DUPLEX,I,N
802,SINGLE FAMILY / DUPLEX,I,N
803,MULTIFAMILY,II,N
804,COMMERCIAL,II,Y
805,MULTIFAMILY,II,N
806,MULTIFAMILY,II,Y
807,SINGLE FAMILY / DUPLEX,II,N
808,INDUSTRIAL,II,N
809,INSTITUTIONAL,II,N
810,MULTIFAMILY,II,N
811,SINGLE FAMILY / DUPLEX,II,N
812,MULTIFAMILY,I,N
813,SINGLE FAMILY / DUPLEX,II,N
814,COMMERCIAL,II,N
815,SINGLE FAMILY / DUPLEX,II,N
816,COMMERCIAL,II,N
817,COMMERCIAL,II,N
818,SINGLE FAMILY / DUPLEX,II,N
819,MULTIFAMILY,II,N
820,SINGLE FAMILY / DUPLEX,II,N
821,MULTIFAMILY,II,N
822,SINGLE FAMILY / DUPLEX,II,N
823,SINGLE FAMILY / DUPLEX,II,N
824,MULTIFAMILY,II,N
825,MULTIFAMILY,II,Y
826,COMMERCIAL,II,Y
827,COMMERCIAL,II,N
828,MULTIFAMILY,II,N
829,SINGLE FAMILY / DUPLEX,II,N
830,SINGLE FAMILY / DUPLEX,II,N
831,MULTIFAMILY,II,N
832,SINGLE FAMILY / DUPLEX,II,N
833,MULTIFAMILY,II,N
834,SINGLE FAMILY / DUPLEX,II,N
835,MULTIFAMILY,II,N
836,INSTITUTIONAL,II,N
837,MULTIFAMILY,II,N
838,COMMERCIAL,II,N
839,COMMERCIAL,II,Y
840,COMMERCIAL,IV,Y
841,SINGLE FAMILY / DUPLEX,I,N
842,SINGLE FAMILY / DUPLEX,II,N
843,MULTIFAMILY,II,N
844,SINGLE FAMILY / DUPLEX,II,N
845,COMMERCIAL,II,N
846,SINGLE FAMILY / DUPLEX,II,N
847,MULTIFAMILY,II,N
848,SINGLE FAMILY / DUPLEX,II,N
849,INDUSTRIAL,II,N
850,INSTITUTIONAL,II,
851,MULTIFAMILY,II,N
852,MULTIFAMILY,II,Y
853,MULTIFAMILY,II,Y
854,SINGLE FAMILY / DUPLEX,II,N
855,MULTIFAMILY,II,Y
856,MULTIFAMILY,II,Y
857,SINGLE FAMILY / DUPLEX,II,N
858,SINGLE FAMILY / DUPLEX,II,N
859,SINGLE FAMILY / DUPLEX,II,N
860,SINGLE FAMILY / DUPLEX,II,N
861,MULTIFAMILY,II,N
862,MULTIFAMILY,I,N
863,INDUSTRIAL,II,N
864,MULTIFAMILY,I,N
865,SINGLE FAMILY / DUPLEX,II,N
866,SINGLE FAMILY / DUPLEX,II,N
867,MULTIFAMILY,II,Y
868,MULTIFAMILY,II,N
869,MULTIFAMILY,II,N
870,INSTITUTIONAL,II,N
871,SINGLE FAMILY / DUPLEX,I,N
872,SINGLE FAMILY / DUPLEX,II,N
873,SINGLE FAMILY / DUPLEX,II,N
874,MULTIFAMILY,II,N
875,COMMERCIAL,II,Y
876,SINGLE FAMILY / DUPLEX,I,N
877,SINGLE FAMILY / DUPLEX,II,N
878,SINGLE FAMILY / DUPLEX,I,N
879,SINGLE FAMILY / DUPLEX,II,N
880,MULTIFAMILY,II,N
881,SINGLE FAMILY / DUPLEX,II,N
882,MULTIFAMILY,II,N
883,MULTIFAMILY,II,N
884,SINGLE FAMILY / DUPLEX,II,N
885,SINGLE FAMILY / DUPLEX,II,N
886,SINGLE FAMILY / DUPLEX,II,N
887,SINGLE FAMILY / DUPLEX,II,N
888,SINGLE FAMILY / DUPLEX,II,N
889,SINGLE FAMILY / DUPLEX,I,N
890,MULTIFAMILY,II,N
891,COMMERCIAL,II,Y
892,MULTIFAMILY,II,N
893,MULTIFAMILY,II,N
894,MULTIFAMILY,II,N
895,MULTIFAMILY,II,N
896,MULTIFAMILY,II,N
897,MULTIFAMILY,II,Y
898,MULTIFAMILY,II,Y
899,MULTIFAMILY,II,Y
900,SINGLE FAMILY / DUPLEX,I,N
901,COMMERCIAL,I,N
902,MULTIFAMILY,II,N
903,SINGLE FAMILY / DUPLEX,II,N
904,MULTIFAMILY,II,N
905,MULTIFAMILY,II,N
906,INDUSTRIAL,II,N
907,COMMERCIAL,IV,Y
908,SINGLE FAMILY / DUPLEX,II,N
909,SINGLE FAMILY / DUPLEX,II,N
910,SINGLE FAMILY / DUPLEX,II,N
911,MULTIFAMILY,II,N
912,COMMERCIAL,II,N
913,SINGLE FAMILY / DUPLEX,II,N
914,MULTIFAMILY,II,N
915,SINGLE FAMILY / DUPLEX,II,N
916,MULTIFAMILY,II,N
917,SINGLE FAMILY / DUPLEX,II,N
918,SINGLE FAMILY / DUPLEX,II,N
919,SINGLE FAMILY / DUPLEX,II,N
920,MULTIFAMILY,II,Y
921,SINGLE FAMILY / DUPLEX,II,N
922,COMMERCIAL,II,Y
923,SINGLE FAMILY / DUPLEX,II,N
924,COMMERCIAL,II,Y
925,MULTIFAMILY,II,N
926,MULTIFAMILY,II,N
927,SINGLE FAMILY / DUPLEX,I,N
928,SINGLE FAMILY / DUPLEX,II,N
929,MULTIFAMILY,II,N
930,SINGLE FAMILY / DUPLEX,II,N
931,MULTIFAMILY,II,N
932,MULTIFAMILY,II,N
933,MULTIFAMILY,II,N
934,SINGLE FAMILY / DUPLEX,II,N
935,SINGLE FAMILY / DUPLEX,II,N
936,MULTIFAMILY,II,N
937,COMMERCIAL,II,N
938,MULTIFAMILY,II,N
939,SINGLE FAMILY / DUPLEX,II,N
940,MULTIFAMILY,II,Y
941,COMMERCIAL,II,Y
942,SINGLE FAMILY / DUPLEX,II,N
943,MULTIFAMILY,II,N
944,COMMERCIAL,II,N
945,COMMERCIAL,II,N
946,MULTIFAMILY,II,N
947,COMMERCIAL,II,Y
948,SINGLE FAMILY / DUPLEX,II,N
949,SINGLE FAMILY / DUPLEX,II,N
950,COMMERCIAL,II,N
951,COMMERCIAL,II,N
952,SINGLE FAMILY / DUPLEX,II,N
953,INDUSTRIAL,II,N
954,MULTIFAMILY,II,N
955,MULTIFAMILY,II,Y
956,MULTIFAMILY,I,N
957,MULTIFAMILY,II,N
958,SINGLE FAMILY / DUPLEX,II,N
959,COMMERCIAL,II,N
960,COMMERCIAL,II,N
961,MULTIFAMILY,II,N
962,MULTIFAMILY,II,N
963,SINGLE FAMILY / DUPLEX,I,N
964,SINGLE FAMILY / DUPLEX,II,N
965,MULTIFAMILY,II,Y
966,MULTIFAMILY,II,N
967,SINGLE FAMILY / DUPLEX,I,N
968,SINGLE FAMILY / DUPLEX,I,N
969,MULTIFAMILY,II,N
970,COMMERCIAL,II,N
971,MULTIFAMILY,I,N
972,SINGLE FAMILY / DUPLEX,II,N
973,MULTIFAMILY,II,N
974,SINGLE FAMILY / DUPLEX,II,N
975,INSTITUTIONAL,II,N
976,MULTIFAMILY,II,N
977,MULTIFAMILY,II,Y
978,MULTIFAMILY,II,N
979,COMMERCIAL,II,N
980,MULTIFAMILY,II,N
981,MULTIFAMILY,II,N
982,MULTIFAMILY,I,N
983,COMMERCIAL,II,N
984,SINGLE FAMILY / DUPLEX,II,N
985,MULTIFAMILY,II,Y
986,INSTITUTIONAL,II,Y
987,COMMERCIAL,II,Y
988,MULTIFAMILY,II,N
989,SINGLE FAMILY / DUPLEX,II,N
990,MULTIFAMILY,II,N
991,SINGLE FAMILY / DUPLEX,II,N
992,SINGLE FAMILY / DUPLEX,II,N
993,SINGLE FAMILY / DUPLEX,II,N
994,MULTIFAMILY,II,N
995,COMMERCIAL,II,Y
996,SINGLE FAMILY / DUPLEX,II,N
997,COMMERCIAL,I,N
998,SINGLE FAMILY / DUPLEX,II,N
999,MULTIFAMILY,II,N
1000,MULTIFAMILY,II,N
1001,MULTIFAMILY,II,N
1002,SINGLE FAMILY / DUPLEX,II,N
1003,SINGLE FAMILY / DUPLEX,II,N
1004,COMMERCIAL,II,Y
1005,MULTIFAMILY,I,N
1006,MULTIFAMILY,I,N
1007,MULTIFAMILY,II,N
1008,MULTIFAMILY,II,N
1009,SINGLE FAMILY / DUPLEX,II,N
1010,SINGLE FAMILY / DUPLEX,II,N
1011,MULTIFAMILY,I,N
1012,SINGLE FAMILY / DUPLEX,II,N
1013,COMMERCIAL,II,N
1014,MULTIFAMILY,II,Y
1015,MULTIFAMILY,II,Y
1016,MULTIFAMILY,II,Y
1017,MULTIFAMILY,II,N
1018,MULTIFAMILY,II,N
1019,MULTIFAMILY,II,N
1020,COMMERCIAL,II,N
1021,SINGLE FAMILY / DUPLEX,II,N
1022,MULTIFAMILY,II,N
1023,SINGLE FAMILY / DUPLEX,I,N
1024,MULTIFAMILY,II,N
1025,SINGLE FAMILY / DUPLEX,II,N
1026,SINGLE FAMILY / DUPLEX,II,N
1027,SINGLE FAMILY / DUPLEX,II,N
1028,SINGLE FAMILY / DUPLEX,II,N
1029,MULTIFAMILY,II,N
1030,COMMERCIAL,II,N
1031,COMMERCIAL,II,N
1032,SINGLE FAMILY / DUPLEX,II,N
1033,SINGLE FAMILY / DUPLEX,II,N
1034,MULTIFAMILY,II,N
1035,SINGLE FAMILY / DUPLEX,II,N
1036,MULTIFAMILY,II,Y
1037,MULTIFAMILY,II,N
1038,SINGLE FAMILY / DUPLEX,II,N
1039,MULTIFAMILY,II,Y
1040,MULTIFAMILY,II,Y
1041,SINGLE FAMILY / DUPLEX,II,N
1042,SINGLE FAMILY / DUPLEX,I,N
1043,SINGLE FAMILY / DUPLEX,II,N
1044,MULTIFAMILY,II,N
1045,SINGLE FAMILY / DUPLEX,II,N
1046,COMMERCIAL,II,N
1047,MULTIFAMILY,II,N
1048,MULTIFAMILY,II,N
1049,SINGLE FAMILY / DUPLEX,II,N
1050,COMMERCIAL,II,N
1051,COMMERCIAL,II,Y
1052,SINGLE FAMILY / DUPLEX,II,N
1053,MULTIFAMILY,II,N
1054,MULTIFAMILY,II,N
1055,COMMERCIAL,II,Y
1056,SINGLE FAMILY / DUPLEX,I,N
1057,MULTIFAMILY,II,N
1058,MULTIFAMILY,II,N
1059,SINGLE FAMILY / DUPLEX,II,N
1060,SINGLE FAMILY / DUPLEX,II,N
1061,SINGLE FAMILY / DUPLEX,II,N
1062,COMMERCIAL,II,N
1063,SINGLE FAMILY / DUPLEX,I,N
1064,SINGLE FAMILY / DUPLEX,II,N
1065,SINGLE FAMILY / DUPLEX,II,N
1066,MULTIFAMILY,II,N
1067,COMMERCIAL,I,N
1068,SINGLE FAMILY / DUPLEX,II,N
1069,SINGLE FAMILY / DUPLEX,II,N
1070,MULTIFAMILY,II,N
1071,COMMERCIAL,II,N
1072,MULTIFAMILY,II,Y
1073,,II,N
1074,SINGLE FAMILY / DUPLEX,II,N
1075,SINGLE FAMILY / DUPLEX,II,N
1076,COMMERCIAL,II,N
1077,SINGLE FAMILY / DUPLEX,I,N
1078,MULTIFAMILY,I,N
1079,SINGLE FAMILY / DUPLEX,II,N
1080,MULTIFAMILY,II,N
1081,SINGLE FAMILY / DUPLEX,II,N
1082,COMMERCIAL,II,Y
1083,MULTIFAMILY,II,Y
1084,MULTIFAMILY,II,N
1085,SINGLE FAMILY / DUPLEX,II,N
1086,MULTIFAMILY,II,Y
1087,SINGLE FAMILY / DUPLEX,II,N
1088,MULTIFAMILY,II,Y
1089,COMMERCIAL,II,N
1090,MULTIFAMILY,II,N
1091,MULTIFAMILY,II,N
1092,SINGLE FAMILY / DUPLEX,I,N
1093,SINGLE FAMILY / DUPLEX,II,N
1094,COMMERCIAL,II,N
1095,MULTIFAMILY,II,N
1096,INDUSTRIAL,II,N
1097,SINGLE FAMILY / DUPLEX,II,N
1098,SINGLE FAMILY / DUPLEX,II,N
1099,COMMERCIAL,II,N
1100,SINGLE FAMILY / DUPLEX,II,N
1101,SINGLE FAMILY / DUPLEX,II,N
1102,MULTIFAMILY,II,Y
1103,MULTIFAMILY,II,Y
1104,COMMERCIAL,II,N
1105,COMMERCIAL,II,N
1106,COMMERCIAL,II,N
1107,SINGLE FAMILY / DUPLEX,II,N
1108,COMMERCIAL,II,N
1109,COMMERCIAL,II,N
1110,SINGLE FAMILY / DUPLEX,I,N
1111,INSTITUTIONAL,I,N
1112,COMMERCIAL,I,N
1113,COMMERCIAL,II,N
1114,COMMERCIAL,II,N
1115,COMMERCIAL,II,N
1116,MULTIFAMILY,II,N
1117,MULTIFAMILY,II,N
1118,INSTITUTIONAL,II,N
1119,COMMERCIAL,II,Y
1120,SINGLE FAMILY / DUPLEX,II,N
1121,MULTIFAMILY,II,N
1122,MULTIFAMILY,II,N
1123,SINGLE FAMILY / DUPLEX,II,N
1124,COMMERCIAL,II,N
1125,SINGLE FAMILY / DUPLEX,II,N
1126,COMMERCIAL,II,N
1127,MULTIFAMILY,II,N
1128,SINGLE FAMILY / DUPLEX,II,N
1129,SINGLE FAMILY / DUPLEX,II,N
1130,MULTIFAMILY,II,N
1131,SINGLE FAMILY / DUPLEX,II,N
1132,SINGLE FAMILY / DUPLEX,II,N
1133,SINGLE FAMILY / DUPLEX,II,N
1134,MULTIFAMILY,II,N
1135,MULTIFAMILY,II,N
1136,COMMERCIAL,II,Y
1137,COMMERCIAL,II,N
1138,COMMERCIAL,I,N
1139,MULTIFAMILY,I,N
1140,SINGLE FAMILY / DUPLEX,II,N
1141,MULTIFAMILY,II,N
1142,SINGLE FAMILY / DUPLEX,II,N
1143,SINGLE FAMILY / DUPLEX,II,N
1144,SINGLE FAMILY / DUPLEX,II,N
1145,MULTIFAMILY,II,N
1146,SINGLE FAMILY / DUPLEX,II,N
1147,SINGLE FAMILY / DUPLEX,II,N
1148,SINGLE FAMILY / DUPLEX,II,N
1149,SINGLE FAMILY / DUPLEX,I,N
1150,MULTIFAMILY,II,N
1151,SINGLE FAMILY / DUPLEX,II,N
1152,SINGLE FAMILY / DUPLEX,II,N
1153,COMMERCIAL,II,N
1154,SINGLE FAMILY / DUPLEX,II,N
1155,MULTIFAMILY,II,N
1156,INDUSTRIAL,I,N
1157,MULTIFAMILY,II,N
1158,SINGLE FAMILY / DUPLEX,II,N
1159,SINGLE FAMILY / DUPLEX,II,N
1160,INSTITUTIONAL,II,N
1161,MULTIFAMILY,II,Y
1162,MULTIFAMILY,II,Y
1163,SINGLE FAMILY / DUPLEX,I,N
1164,SINGLE FAMILY / DUPLEX,II,N
1165,SINGLE FAMILY / DUPLEX,I,N
1166,SINGLE FAMILY / DUPLEX,II,N
1167,SINGLE FAMILY / DUPLEX,II,N
1168,SINGLE FAMILY / DUPLEX,II,N
1169,SINGLE FAMILY / DUPLEX,II,N
1170,MULTIFAMILY,II,N
1171,SINGLE FAMILY / DUPLEX,II,N
1172,MULTIFAMILY,II,N
1173,MULTIFAMILY,II,N
1174,COMMERCIAL,II,Y
1175,COMMERCIAL,II,Y
1176,MULTIFAMILY,II,Y
1177,SINGLE FAMILY / DUPLEX,I,N
1178,SINGLE FAMILY / DUPLEX,I,N
1179,,II,N
1180,COMMERCIAL,II,N
1181,MULTIFAMILY,II,Y
1182,SINGLE FAMILY / DUPLEX,II,N
1183,MULTIFAMILY,II,N
1184,MULTIFAMILY,II,N
1185,MULTIFAMILY,I,Y
1186,MULTIFAMILY,II,N
1187,MULTIFAMILY,II,N
1188,SINGLE FAMILY / DUPLEX,II,N
1189,COMMERCIAL,IV,N
1190,,II,
1191,SINGLE FAMILY / DUPLEX,II,N
1192,SINGLE FAMILY / DUPLEX,II,N
1193,MULTIFAMILY,II,N
1194,COMMERCIAL,II,N
1195,MULTIFAMILY,II,N
1196,COMMERCIAL,II,Y
1197,MULTIFAMILY,II,N
1198,COMMERCIAL,II,Y
1199,COMMERCIAL,II,Y
1200,SINGLE FAMILY / DUPLEX,I,N
1201,COMMERCIAL,I,N
1202,COMMERCIAL,I,N
1203,SINGLE FAMILY / DUPLEX,II,
1204,SINGLE FAMILY / DUPLEX,II,N
1205,SINGLE FAMILY / DUPLEX,II,N
1206,SINGLE FAMILY / DUPLEX,II,N
1207,SINGLE FAMILY / DUPLEX,II,N
1208,MULTIFAMILY,II,N
1209,MULTIFAMILY,II,Y
1210,SINGLE FAMILY / DUPLEX,II,N
1211,SINGLE FAMILY / DUPLEX,II,N
1212,COMMERCIAL,II,Y
1213,MULTIFAMILY,II,Y
1214,SINGLE FAMILY / DUPLEX,III,N
1215,COMMERCIAL,II,Y
1216,MULTIFAMILY,II,Y
1217,MULTIFAMILY,I,N
1218,SINGLE FAMILY / DUPLEX,II,N
1219,SINGLE FAMILY / DUPLEX,II,N
1220,SINGLE FAMILY / DUPLEX,II,N
1221,SINGLE FAMILY / DUPLEX,II,N
1222,MULTIFAMILY,II,N
1223,SINGLE FAMILY / DUPLEX,II,N
1224,,II,N
1225,MULTIFAMILY,II,Y
1226,SINGLE FAMILY / DUPLEX,I,N
1227,SINGLE FAMILY / DUPLEX,II,N
1228,MULTIFAMILY,II,N
1229,SINGLE FAMILY / DUPLEX,II,N
1230,COMMERCIAL,II,
1231,SINGLE FAMILY / DUPLEX,II,N
1232,,I,N
1233,SINGLE FAMILY / DUPLEX,II,N
1234,SINGLE FAMILY / DUPLEX,I,N
1235,SINGLE FAMILY / DUPLEX,II,N
1236,SINGLE FAMILY / DUPLEX,II,N
1237,SINGLE FAMILY / DUPLEX,II,N
1238,MULTIFAMILY,II,N
1239,MULTIFAMILY,II,N
1240,MULTIFAMILY,I,N
1241,SINGLE FAMILY / DUPLEX,II,N
1242,MULTIFAMILY,II,N
1243,MULTIFAMILY,II,N
1244,SINGLE FAMILY / DUPLEX,II,N
1245,SINGLE FAMILY / DUPLEX,II,N
1246,,I,N
1247,SINGLE FAMILY / DUPLEX,II,N
1248,SINGLE FAMILY / DUPLEX,II,N
1249,COMMERCIAL,II,Y
1250,COMMERCIAL,II,Y
1251,MULTIFAMILY,II,Y
1252,MULTIFAMILY,II,N
1253,MULTIFAMILY,II,N
1254,COMMERCIAL,II,Y
1255,MULTIFAMILY,II,N
1256,COMMERCIAL,II,N
1257,MULTIFAMILY,II,N
1258,MULTIFAMILY,II,N
1259,MULTIFAMILY,II,N
1260,MULTIFAMILY,II,N
1261,SINGLE FAMILY / DUPLEX,II,N
1262,SINGLE FAMILY / DUPLEX,I,N
1263,SINGLE FAMILY / DUPLEX,II,N
1264,MULTIFAMILY,II,N
1265,SINGLE FAMILY / DUPLEX,II,N
1266,SINGLE FAMILY / DUPLEX,I,N
1267,MULTIFAMILY,II,N
1268,SINGLE FAMILY / DUPLEX,II,N
1269,,II,
1270,SINGLE FAMILY / DUPLEX,II,N
1271,MULTIFAMILY,II,N
1272,SINGLE FAMILY / DUPLEX,II,N
1273,MULTIFAMILY,II,N
1274,SINGLE FAMILY / DUPLEX,I,N
1275,SINGLE FAMILY / DUPLEX,II,N
1276,MULTIFAMILY,II,N
1277,SINGLE FAMILY / DUPLEX,II,N
1278,SINGLE FAMILY / DUPLEX,II,N
1279,SINGLE FAMILY / DUPLEX,II,N
1280,SINGLE FAMILY / DUPLEX,II,N
1281,SINGLE FAMILY / DUPLEX,II,N
1282,MULTIFAMILY,II,N
1283,MULTIFAMILY,II,N
1284,SINGLE FAMILY / DUPLEX,II,N
1285,SINGLE FAMILY / DUPLEX,II,N
1286,MULTIFAMILY,II,N
1287,MULTIFAMILY,I,N
1288,SINGLE FAMILY / DUPLEX,I,N
1289,SINGLE FAMILY / DUPLEX,I,N
1290,SINGLE FAMILY / DUPLEX,II,N
1291,MULTIFAMILY,II,N
1292,COMMERCIAL,II,N
1293,SINGLE FAMILY / DUPLEX,II,N
1294,,,
1295,SINGLE FAMILY / DUPLEX,II,N
1296,MULTIFAMILY,II,N
1297,SINGLE FAMILY / DUPLEX,II,N
1298,SINGLE FAMILY / DUPLEX,I,N
1299,SINGLE FAMILY / DUPLEX,II,N
1300,MULTIFAMILY,II,Y
1301,SINGLE FAMILY / DUPLEX,I,N
1302,MULTIFAMILY,II,N
1303,MULTIFAMILY,II,N
1304,SINGLE FAMILY / DUPLEX,II,N
1305,SINGLE FAMILY / DUPLEX,I,N
1306,MULTIFAMILY,II,N
1307,SINGLE FAMILY / DUPLEX,I,N
1308,MULTIFAMILY,II,N
1309,SINGLE FAMILY / DUPLEX,III,N
1310,COMMERCIAL,II,Y
1311,MULTIFAMILY,II,N
1312,SINGLE FAMILY / DUPLEX,II,N
1313,MULTIFAMILY,II,N
1314,COMMERCIAL,II,N
1315,MULTIFAMILY,II,N
1316,COMMERCIAL,II,Y
1317,COMMERCIAL,II,Y
1318,MULTIFAMILY,II,Y
1319,MULTIFAMILY,II,Y
1320,MULTIFAMILY,II,Y
1321,MULTIFAMILY,II,Y
1322,MULTIFAMILY,II,N
1323,COMMERCIAL,II,N
1324,SINGLE FAMILY / DUPLEX,II,N
1325,MULTIFAMILY,II,N
1326,MULTIFAMILY,II,N
1327,SINGLE FAMILY / DUPLEX,II,N
1328,SINGLE FAMILY / DUPLEX,II,N
1329,SINGLE FAMILY / DUPLEX,II,N
1330,MULTIFAMILY,II,N
1331,SINGLE FAMILY / DUPLEX,II,N
1332,,I,N
1333,SINGLE FAMILY / DUPLEX,I,N
1334,SINGLE FAMILY / DUPLEX,I,N
1335,SINGLE FAMILY / DUPLEX,II,N
1336,SINGLE FAMILY / DUPLEX,II,N
1337,MULTIFAMILY,II,N
1338,SINGLE FAMILY / DUPLEX,II,N
1339,MULTIFAMILY,II,Y
1340,COMMERCIAL,II,Y
1341,MULTIFAMILY,II,N
1342,MULTIFAMILY,II,N
1343,MULTIFAMILY,II,N
1344,SINGLE FAMILY / DUPLEX,I,N
1345,SINGLE FAMILY / DUPLEX,II,N
1346,SINGLE FAMILY / DUPLEX,I,N
1347,SINGLE FAMILY / DUPLEX,I,N
1348,MULTIFAMILY,I,N
1349,INSTITUTIONAL,IV,N
1350,MULTIFAMILY,II,Y
1351,MULTIFAMILY,II,N
1352,MULTIFAMILY,II,N
1353,COMMERCIAL,II,N
1354,MULTIFAMILY,II,N
1355,SINGLE FAMILY / DUPLEX,II,N
1356,SINGLE FAMILY / DUPLEX,II,N
1357,COMMERCIAL,II,N
1358,SINGLE FAMILY / DUPLEX,II,N
1359,MULTIFAMILY,II,N
1360,SINGLE FAMILY / DUPLEX,II,N
1361,SINGLE FAMILY / DUPLEX,II,N
1362,COMMERCIAL,II,N
1363,SINGLE FAMILY / DUPLEX,I,N
1364,INSTITUTIONAL,II,N
1365,COMMERCIAL,II,Y
1366,MULTIFAMILY,II,N
1367,MULTIFAMILY,II,N
1368,SINGLE FAMILY / DUPLEX,II,N
1369,SINGLE FAMILY / DUPLEX,II,N
1370,SINGLE FAMILY / DUPLEX,II,N
1371,MULTIFAMILY,II,Y
1372,SINGLE FAMILY / DUPLEX,II,N
1373,SINGLE FAMILY / DUPLEX,II,N
1374,MULTIFAMILY,I,N
1375,SINGLE FAMILY / DUPLEX,II,N
1376,MULTIFAMILY,II,N
1377,SINGLE FAMILY / DUPLEX,I,N
1378,MULTIFAMILY,II,N
1379,SINGLE FAMILY / DUPLEX,II,N
1380,SINGLE FAMILY / DUPLEX,II,N
1381,COMMERCIAL,II,Y
1382,COMMERCIAL,I,N
1383,SINGLE FAMILY / DUPLEX,I,N
1384,SINGLE FAMILY / DUPLEX,I,N
1385,SINGLE FAMILY / DUPLEX,II,N
1386,SINGLE FAMILY / DUPLEX,II,N
1387,COMMERCIAL,II,N
1388,MULTIFAMILY,II,N
1389,SINGLE FAMILY / DUPLEX,II,N
1390,SINGLE FAMILY / DUPLEX,I,N
1391,MULTIFAMILY,II,N
1392,MULTIFAMILY,II,N
1393,MULTIFAMILY,I,N
1394,MULTIFAMILY,II,N
1395,,II,N
1396,SINGLE FAMILY / DUPLEX,II,N
1397,SINGLE FAMILY / DUPLEX,II,N
1398,MULTIFAMILY,II,N
1399,INSTITUTIONAL,II,N
1400,MULTIFAMILY,II,Y
1401,COMMERCIAL,II,N
1402,SINGLE FAMILY / DUPLEX,II,N
1403,COMMERCIAL,II,Y
1404,COMMERCIAL,II,Y
1405,MULTIFAMILY,II,Y
1406,MULTIFAMILY,II,N
1407,COMMERCIAL,II,N
1408,COMMERCIAL,II,Y
1409,MULTIFAMILY,II,Y
1410,COMMERCIAL,II,N
1411,SINGLE FAMILY / DUPLEX,II,N
1412,SINGLE FAMILY / DUPLEX,II,N
1413,SINGLE FAMILY / DUPLEX,I,N
1414,,,
1415,,,
1416,,,
1417,,,
1418,,,
1419,,,
1420,,,
1421,SINGLE FAMILY / DUPLEX,II,N
1422,,,
1423,,,
1424,,,
1425,,,
1426,,,
1427,,,
1428,,,
1429,MULTIFAMILY,II,N
1430,SINGLE FAMILY / DUPLEX,II,N
1431,MULTIFAMILY,II,N
1432,SINGLE FAMILY / DUPLEX,II,N
1433,SINGLE FAMILY / DUPLEX,II,N
1434,MULTIFAMILY,II,N
1435,,II,N
1436,SINGLE FAMILY / DUPLEX,I,N
1437,SINGLE FAMILY / DUPLEX,I,N
1438,SINGLE FAMILY / DUPLEX,I,N
1439,SINGLE FAMILY / DUPLEX,II,N
1440,INDUSTRIAL,II,N
1441,SINGLE FAMILY / DUPLEX,III,N
1442,MULTIFAMILY,I,N
1443,SINGLE FAMILY / DUPLEX,I,N
1444,SINGLE FAMILY / DUPLEX,I,N
1445,SINGLE FAMILY / DUPLEX,II,N
1446,SINGLE FAMILY / DUPLEX,II,N
1447,COMMERCIAL,II,
1448,SINGLE FAMILY / DUPLEX,II,N
1449,SINGLE FAMILY / DUPLEX,II,N
1450,MULTIFAMILY,II,N
1451,SINGLE FAMILY / DUPLEX,II,N
1452,MULTIFAMILY,II,N
1453,SINGLE FAMILY / DUPLEX,II,N
1454,SINGLE FAMILY / DUPLEX,II,N
1455,SINGLE FAMILY / DUPLEX,II,N
1456,MULTIFAMILY,II,N
1457,SINGLE FAMILY / DUPLEX,I,N
1458,MULTIFAMILY,II,N
1459,COMMERCIAL,II,N
1460,COMMERCIAL,II,Y
1461,COMMERCIAL,II,Y
