ID,PermitNumber,PermitType,Status
16734,6415832,Construction,Permit Closed
16735,6415823,Construction,Permit Closed
16736,6415817,Construction,Permit Closed
16737,6408882,Construction,Permit Closed
16738,6409763,Construction,Permit Issued
16739,6409767,Construction,Permit Issued
16740,6409766,Construction,Permit Issued
16741,6355215,Construction,Permit Closed
16742,6407708,Construction,Permit Issued
16743,6409619,Construction,Permit Closed
16744,6406365,Construction,Permit Closed
16745,6411419,Construction,Permit Closed
16746,6407343,Construction,Permit Closed
16747,6404135,Construction,Permit Closed
16748,6411568,Site Development,AP Closed
16749,6409843,Construction,Permit Closed
16750,6415734,Site Development,AP Closed
16751,6415732,Site Development,AP Closed
16752,6415723,Site Development,AP Closed
16753,6409227,Construction,Permit Finaled
16754,6403734,Construction,Permit Closed
16755,6415667,Demolition,Permit Closed
16756,6405825,Construction,Permit Issued
16757,6406106,Construction,Permit Issued
16758,6372401,Construction,Application Accepted
16759,6411496,Construction,Permit Closed
16760,6406785,Construction,Application Accepted
16761,6415621,Construction,Permit Closed
16762,6415618,Site Development,AP Closed
16763,6415607,Construction,Permit Closed
16764,6406015,Construction,Permit Closed
16765,6399682,Construction,Permit Closed
16766,6407355,Construction,Permit Closed
16767,6409683,Construction,Permit Issued
16768,6406185,Construction,Permit Closed
16769,6415573,Construction,Permit Closed
16770,6415570,Construction,Permit Closed
16771,6415565,Construction,Permit Closed
16772,6415553,Construction,Permit Closed
16773,6415546,Construction,Permit Issued
16774,6415539,Construction,Permit Closed
16775,6415535,Construction,Permit Closed
16776,6411381,Construction,Permit Closed
16777,6405426,Construction,Permit Closed
16778,6405836,Construction,Application Accepted
16779,6405066,Construction,Permit Closed
16780,6407815,Construction,Application Accepted
16781,6526633,Construction,Initial Information Collected
16782,6388095,Construction,Permit Issued
16783,6407365,Construction,Permit Closed
16784,6407357,Construction,Permit Closed
16785,6409750,Construction,Permit Issued
16786,6411970,Construction,Permit Closed
16787,6410313,Construction,Permit Closed
16788,6414386,Construction,Permit Closed
16789,6415481,Site Development,AP Closed
16790,6407851,Construction,Permit Closed
16791,6402383,Construction,Permit Closed
16792,6406919,Construction,Permit Closed
16793,6415118,Construction,Permit Issued
16794,6402451,Construction,Permit Closed
16795,6406661,Construction,Permit Closed
16796,6415429,Construction,Permit Closed
16797,6415401,Construction,Permit Closed
16798,6398087,Construction,Application Accepted
16799,6415405,Construction,Permit Closed
16800,6415403,Construction,Permit Closed
16801,6415396,Construction,Permit Closed
16802,6415384,Construction,Permit Closed
16803,6415382,Construction,Permit Closed
16804,6415376,Construction,Permit Closed
16805,6415364,Construction,Permit Closed
16806,6415369,Construction,Permit Closed
16807,6415279,Demolition,Permit Closed
16808,6414247,Construction,Permit Closed
16809,6405065,Construction,Permit Closed
16810,6411949,Construction,Permit Closed
16811,6411821,Construction,Permit Closed
16812,6410449,Construction,Permit Closed
16813,6399727,Construction,Permit Closed
16814,6410477,Construction,Permit Issued
16815,6409765,Construction,Permit Issued
16816,6409764,Construction,Permit Issued
16817,6409423,Site Development,AP Closed
16818,6405187,Construction,Permit Closed
16819,6409651,Construction,Permit Closed
16820,6409762,Construction,Permit Issued
16821,6409761,Construction,Permit Issued
16822,6395051,Construction,Permit Closed
16823,6312093,Construction,Permit Closed
16824,6407065,Construction,Permit Closed
16825,6406901,Construction,Permit Closed
16826,6407145,Construction,Permit Closed
16827,6415322,Demolition,Permit Closed
16828,6391525,Construction,Permit Issued
16829,6404127,Construction,Permit Closed
16830,6412789,Construction,Permit Closed
16831,6408172,Construction,Permit Closed
16832,6409267,Construction,Permit Closed
16833,6395631,Demolition,Permit Closed
16834,6415243,Construction,Permit Issued
16835,6413377,Construction,Permit Issued
16836,6415224,Construction,Permit Closed
16837,6307585,Construction,Permit Issued
16838,6413617,Construction,Permit Closed
16839,6414696,Construction,Permit Closed
16840,6413616,Construction,Permit Issued
16841,6407089,Construction,Permit Closed
16842,6395855,Demolition,Permit Closed
16843,6408631,Construction,Permit Closed
16844,6414877,Construction,Permit Closed
16845,6415095,Construction,Permit Closed
16846,6415089,Construction,Permit Closed
16847,6395009,Construction,Permit Closed
16848,6410364,Construction,Permit Issued
16849,6415057,Construction,Permit Closed
16850,6414365,Construction,Permit Closed
16851,6415046,Construction,Permit Issued
16852,6415028,Construction,Permit Closed
16853,6409260,Construction,Permit Closed
16854,6414647,Construction,Permit Issued
16855,6414986,Construction,Permit Closed
16856,6414976,Construction,Permit Closed
16857,6414939,Construction,Permit Closed
16858,6415020,Construction,Permit Closed
16859,6415013,Construction,Permit Closed
16860,6414987,Construction,Permit Closed
16861,6414106,Construction,Permit Closed
16862,6414965,Construction,Permit Issued
16863,6414956,Construction,Permit Closed
16864,6414955,Construction,Permit Closed
16865,6397310,Demolition,Permit Closed
16866,6414451,Site Development,AP Closed
16867,6412576,Construction,Permit Issued
16868,6412952,Construction,Permit Issued
16869,6413924,Construction,Permit Closed
16870,6397460,Construction,Permit Closed
16871,6414838,Construction,Permit Closed
16872,6387334,Construction,Permit Closed
16873,6499633,Construction,Initial Information Collected
16874,6414839,Construction,Permit Closed
16875,6405467,Construction,Permit Closed
16876,6414438,Site Development,AP Closed
16877,6399261,Construction,Permit Closed
16878,6414825,Construction,Permit Closed
16879,6414800,Construction,Permit Closed
16880,6410947,Construction,Permit Closed
16881,6410917,Construction,Permit Finaled
16882,6397254,Construction,Permit Closed
16883,6406116,Construction,Permit Closed
16884,6404701,Construction,Permit Issued
16885,6408019,Construction,Permit Closed
16886,6414443,Site Development,AP Closed
16887,6414799,Construction,Permit Closed
16888,6414787,Construction,Permit Issued
16889,6411934,Construction,Permit Closed
16890,6414752,Construction,Permit Closed
16891,6400116,Construction,Permit Closed
16892,6412209,Construction,Permit Closed
16893,6405196,Construction,Permit Issued
16894,6410499,Construction,Permit Closed
16895,6414575,Demolition,Permit Closed
16896,6398671,Construction,Permit Finaled
16897,6414519,Demolition,Permit Issued
16898,6223833,Construction,Permit Issued
16899,6362067,Construction,Permit Closed
16900,6412305,Construction,Permit Closed
16901,6403616,Construction,Permit Closed
16902,6414406,Demolition,Permit Closed
16903,6403279,Construction,Permit Closed
16904,6398033,Site Development,AP Closed
16905,6405869,Construction,Permit Closed
16906,6413948,Demolition,Permit Closed
16907,6404873,Construction,Permit Closed
16908,6412673,Construction,Permit Issued
16909,6405598,Construction,Permit Closed
16910,6316847,Construction,Permit Issued
16911,6395244,Construction,Permit Closed
16912,6401806,Construction,Permit Issued
16913,6414002,Demolition,Permit Closed
16914,6406703,Construction,Permit Finaled
16915,6411192,Construction,Permit Closed
16916,6414319,Demolition,Permit Closed
16917,6414315,Construction,Permit Closed
16918,6409836,Construction,Permit Closed
16919,6407756,Construction,Permit Issued
16920,6409930,Construction,Permit Closed
16921,6407863,Construction,Permit Closed
16922,6404360,Construction,Permit Closed
16923,6407367,Construction,Permit Closed
16924,6407195,Construction,Permit Issued
16925,6408301,Construction,Permit Closed
16926,6414032,Demolition,Permit Issued
16927,6405731,Construction,Permit Issued
16928,6400856,Construction,Permit Closed
16929,6380152,Construction,Permit Issued
16930,6392325,Construction,Permit Closed
16931,6414650,Construction,Permit Closed
16932,6414671,Construction,Permit Issued
16933,6413684,Construction,Permit Closed
16934,6414661,Construction,Permit Closed
16935,6222975,Construction,
16936,6408585,Construction,Permit Closed
16937,6406881,Construction,Permit Closed
16938,6414627,Construction,Permit Closed
16939,6398150,Construction,Permit Closed
16940,6414513,Construction,Permit Issued
16941,6411552,Construction,Permit Closed
16942,6389079,Construction,Permit Issued
16943,6411531,Construction,Permit Closed
16944,6400970,Construction,Permit Closed
16945,6414601,Construction,Permit Closed
16946,6395859,Construction,Permit Closed
16947,6414585,Construction,Permit Closed
16948,6405878,Construction,Permit Closed
16949,6414576,Construction,Permit Closed
16950,6411926,Construction,Permit Closed
16951,6397654,Demolition,Permit Issued
16952,6414562,Construction,Permit Issued
16953,6414230,Construction,Permit Closed
16954,6414547,Site Development,AP Closed
16955,6414540,Construction,Permit Closed
16956,6414543,Construction,Permit Closed
16957,6414531,Construction,Permit Closed
16958,6407602,Construction,Permit Issued
16959,6398700,Construction,Permit Closed
16960,6371770,Demolition,Permit Closed
16961,6409791,Construction,Permit Closed
16962,6414428,Construction,Permit Closed
16963,6373861,Construction,Permit Closed
16964,6414404,Construction,Permit Closed
16965,6399527,Demolition,Permit Closed
16966,6414402,Construction,Permit Issued
16967,6414390,Construction,Permit Closed
16968,6414384,Construction,Permit Closed
16969,6414378,Construction,Permit Closed
16970,6414364,Construction,Permit Closed
16971,6413810,Site Development,Permit Issued
16972,6414374,Construction,Permit Issued
16973,6414362,Construction,Permit Issued
16974,6414355,Construction,Permit Closed
16975,6413911,Construction,Permit Closed
16976,6414155,Construction,Permit Issued
16977,6414331,Construction,Permit Closed
16978,6414321,Construction,Permit Closed
16979,6391876,Construction,Permit Issued
16980,6414189,Demolition,Permit Closed
16981,6414188,Construction,Permit Closed
16982,6414187,Construction,Permit Closed
16983,6414225,Construction,Permit Issued
16984,6414223,Construction,Permit Issued
16985,6414208,Construction,Permit Issued
16986,6414215,Construction,Permit Closed
16987,6408883,Construction,Permit Issued
16988,6414194,Construction,Permit Closed
16989,6414195,Construction,Permit Closed
16990,6414186,Construction,Permit Closed
16991,6411518,Construction,Permit Closed
16992,6414165,Construction,Permit Issued
16993,6414163,Site Development,AP Closed
16994,6414152,Site Development,AP Closed
16995,6413730,Construction,Permit Closed
16996,6404395,Construction,Permit Closed
16997,6223011,Demolition,Initial Information Collected
16998,6333940,Construction,Permit Closed
16999,6414113,Construction,Permit Closed
17000,6414127,Construction,Permit Closed
17001,6414019,Demolition,Permit Closed
17002,6397686,Construction,Permit Closed
17003,6375530,Construction,Permit Closed
17004,6407955,Construction,Permit Issued
17005,6409975,Construction,Permit Closed
17006,6404524,Construction,Permit Closed
17007,6408179,Construction,Permit Closed
17008,6391131,Construction,Permit Issued
17009,6414105,Construction,Reviews Completed
17010,6381803,Construction,Permit Closed
17011,6414085,Construction,Permit Issued
17012,6414088,Construction,Permit Closed
17013,6220510,Construction,
17014,6410915,Construction,Permit Issued
17015,6414069,Construction,Permit Issued
17016,6413156,Construction,Permit Issued
17017,6403361,Construction,Permit Closed
17018,6402072,Construction,Permit Closed
17019,6404946,Construction,Permit Finaled
17020,6338196,Construction,Permit Closed
17021,6410760,Construction,Permit Issued
17022,6414007,Demolition,Permit Closed
17023,6413531,Construction,Permit Closed
17024,6413530,Construction,Permit Closed
17025,6413532,Construction,Permit Closed
17026,6413963,Construction,Permit Closed
17027,6413844,Construction,Permit Closed
17028,6495210,Construction,
17029,6413939,Construction,Permit Closed
17030,6413914,Construction,Permit Issued
17031,6413918,Construction,Permit Closed
17032,6412563,Construction,Permit Closed
