id,Action Type,Work Type
38256,NEW,Plan Review
38257,ADD/ALT,Plan Review
38258,DEMOLITION,No plan review
38259,NEW,Plan Review
38260,NEW,Plan Review
38261,NEW,Plan Review
38262,TREE/VEGETATION MAINT/RESTORE,No plan review
38263,NEW,Plan Review
38264,NEW,Plan Review
38265,,No plan review
38266,NEW,Plan Review
38267,TEMP,Plan Review
38268,NEW,Plan Review
38269,ADD/ALT,Plan Review
38270,TREE/VEGETATION MAINT/RESTORE,No plan review
38271,ADD/ALT,Plan Review
38272,ADD/ALT,Plan Review
38273,ADD/ALT,Plan Review
38274,TEMP,Plan Review
38275,TREE/VEGETATION MAINT/RESTORE,No plan review
38276,ADD/ALT,Plan Review
38277,,No plan review
38278,TREE/VEGETATION MAINT/RESTORE,No plan review
38279,NEW,Plan Review
38280,DEMOLITION,No plan review
38281,TREE/VEGETATION MAINT/RESTORE,No plan review
38282,TREE/VEGETATION MAINT/RESTORE,No plan review
38283,NEW,Plan Review
38284,,No plan review
38285,NEW,Plan Review
38286,NEW,Plan Review
38287,NEW,Plan Review
38288,NEW,Plan Review
38289,NEW,Plan Review
38290,NEW,Plan Review
38291,NEW,Plan Review
38292,NEW,Plan Review
38293,ADD/ALT,Plan Review
38294,NEW,Plan Review
38295,,No plan review
38296,ADD/ALT,Plan Review
38297,TREE/VEGETATION MAINT/RESTORE,No plan review
38298,TREE/VEGETATION MAINT/RESTORE,No plan review
38299,NEW,Plan Review
38300,ADD/ALT,Plan Review
38301,ADD/ALT,Plan Review
38302,ADD/ALT,Plan Review
38303,ADD/ALT,Plan Review
38304,ADD/ALT,Plan Review
38305,ADD/ALT,Plan Review
38306,,No plan review
38307,NEW,Plan Review
38308,,No plan review
38309,ADD/ALT,Plan Review
38310,NEW,Plan Review
38311,ADD/ALT,Plan Review
38312,FLOODPLAIN LICENSE ONLY,No plan review
38313,,No plan review
38314,NEW,Plan Review
38315,NEW,Plan Review
38316,TREE/VEGETATION MAINT/RESTORE,No plan review
38317,NEW,Plan Review
38318,ADD/ALT,Plan Review
38319,NEW,Plan Review
38320,ADD/ALT,Plan Review
38321,NEW,Plan Review
38322,NEW,Plan Review
38323,NEW,Plan Review
38324,TREE/VEGETATION MAINT/RESTORE,No plan review
38325,TREE/VEGETATION MAINT/RESTORE,No plan review
38326,TREE/VEGETATION MAINT/RESTORE,No plan review
38327,ADD/ALT,Plan Review
38328,NEW,Plan Review
38329,NEW,Plan Review
38330,TREE/VEGETATION MAINT/RESTORE,No plan review
38331,ADD/ALT,Plan Review
38332,ALTER,Plan Review
38333,ADD/ALT,Plan Review
38334,ADD/ALT,Plan Review
38335,NEW,Plan Review
38336,NEW,Plan Review
38337,NEW,Plan Review
38338,ADD/ALT,Plan Review
38339,NEW,Plan Review
38340,ADD/ALT,Plan Review
38341,TREE/VEGETATION MAINT/RESTORE,No plan review
38342,GRADING,Plan Review
38343,TREE/VEGETATION MAINT/RESTORE,No plan review
38344,NEW,Plan Review
38345,,No plan review
38346,ADD/ALT,Plan Review
38347,ADD/ALT,Plan Review
38348,TREE/VEGETATION MAINT/RESTORE,No plan review
38349,TREE/VEGETATION MAINT/RESTORE,No plan review
38350,NEW,Plan Review
38351,NEW,Plan Review
38352,ADD/ALT,Plan Review
38353,DEMOLITION,No plan review
38354,NEW,Plan Review
38355,NEW,Plan Review
38356,NEW,Plan Review
38357,ADD/ALT,Plan Review
38358,NEW,Plan Review
38359,ADD/ALT,Plan Review
38360,ADD/ALT,Plan Review
38361,,No plan review
38362,NEW,Plan Review
38363,DEMOLITION,No plan review
38364,NEW,Plan Review
38365,ADD/ALT,Plan Review
38366,ADD/ALT,Plan Review
38367,,No plan review
38368,ADD/ALT,Plan Review
38369,TREE/VEGETATION MAINT/RESTORE,No plan review
38370,NEW,Plan Review
38371,ADD/ALT,Plan Review
38372,NEW,Plan Review
38373,ADD/ALT,Plan Review
38374,NEW,Plan Review
38375,ADD/ALT,Plan Review
38376,,No plan review
38377,NEW,Plan Review
38378,TREE/VEGETATION MAINT/RESTORE,No plan review
38379,TEMP,Plan Review
38380,NEW,Plan Review
38381,ADD/ALT,Plan Review
38382,,No plan review
38383,NEW,Plan Review
38384,ADD/ALT,Plan Review
38385,ALTER,Plan Review
38386,NEW,Plan Review
38387,ADD/ALT,Plan Review
38388,TREE/VEGETATION MAINT/RESTORE,No plan review
38389,ADD/ALT,Plan Review
38390,DEMOLITION,No plan review
38391,TREE/VEGETATION MAINT/RESTORE,No plan review
38392,ADD/ALT,Plan Review
38393,ADD/ALT,Plan Review
38394,NEW,Plan Review
38395,NEW,Plan Review
38396,NEW,Plan Review
38397,NEW,Plan Review
38398,NEW,Plan Review
38399,NEW,Plan Review
38400,NEW,Plan Review
38401,ADD/ALT,Plan Review
38402,,No plan review
38403,ADD/ALT,Plan Review
38404,NEW,Plan Review
38405,NEW,Plan Review
38406,,No plan review
38407,NEW,Plan Review
38408,NEW,Plan Review
38409,,No plan review
38410,NEW,Plan Review
38411,,No plan review
38412,ADD/ALT,Plan Review
38413,NEW,Plan Review
38414,,No plan review
38415,NEW,Plan Review
38416,NEW,Plan Review
38417,TREE/VEGETATION MAINT/RESTORE,No plan review
38418,TREE/VEGETATION MAINT/RESTORE,No plan review
38419,TREE/VEGETATION MAINT/RESTORE,No plan review
38420,NEW,Plan Review
38421,NEW,Plan Review
38422,,No plan review
38423,GRADING,Plan Review
38424,NEW,Plan Review
38425,,No plan review
38426,NEW,Plan Review
38427,NEW,Plan Review
38428,NO CONSTRUCTION,Plan Review
38429,NEW,Plan Review
38430,NEW,Plan Review
38431,,No plan review
38432,TREE/VEGETATION MAINT/RESTORE,No plan review
38433,NEW,Plan Review
38434,NEW,Plan Review
38435,NEW,Plan Review
38436,NEW,Plan Review
38437,NEW,Plan Review
38438,NEW,Plan Review
38439,NEW,Plan Review
38440,NEW,Plan Review
38441,DEMOLITION,No plan review
38442,DEMOLITION,No plan review
38443,TREE/VEGETATION MAINT/RESTORE,No plan review
38444,NEW,Plan Review
38445,NEW,Plan Review
38446,NEW,Plan Review
38447,NEW,Plan Review
38448,NEW,Plan Review
38449,NEW,Plan Review
38450,NEW,Plan Review
38451,NEW,Plan Review
38452,ADD/ALT,Plan Review
38453,,No plan review
38454,NEW,Plan Review
38455,ADD/ALT,Plan Review
38456,NEW,Plan Review
38457,ADD/ALT,Plan Review
38458,ADD/ALT,Plan Review
38459,NEW,Plan Review
38460,ADD/ALT,Plan Review
38461,,No plan review
38462,ADD/ALT,Plan Review
38463,NEW,Plan Review
38464,DEMOLITION,No plan review
38465,DEMOLITION,No plan review
38466,NEW,Plan Review
38467,ADD/ALT,Plan Review
38468,NEW,Plan Review
38469,NEW,Plan Review
38470,NEW,Plan Review
38471,NEW,Plan Review
38472,ADD/ALT,Plan Review
38473,ADD/ALT,Plan Review
38474,ADD/ALT,Plan Review
38475,NEW,Plan Review
38476,,No plan review
38477,NEW,Plan Review
38478,ADD/ALT,Plan Review
38479,ADD/ALT,Plan Review
38480,ADD/ALT,Plan Review
38481,TREE/VEGETATION MAINT/RESTORE,No plan review
38482,NEW,Plan Review
38483,ADD/ALT,Plan Review
38484,ADD/ALT,Plan Review
38485,ADD/ALT,Plan Review
38486,,No plan review
38487,NEW,Plan Review
38488,NEW,Plan Review
38489,NEW,Plan Review
38490,NEW,Plan Review
38491,TREE/VEGETATION MAINT/RESTORE,No plan review
38492,TREE/VEGETATION MAINT/RESTORE,No plan review
38493,TREE/VEGETATION MAINT/RESTORE,No plan review
38494,NEW,Plan Review
38495,ADD/ALT,Plan Review
38496,,No plan review
38497,NEW,Plan Review
38498,NEW,Plan Review
38499,NEW,Plan Review
38500,TREE/VEGETATION MAINT/RESTORE,No plan review
38501,NEW,Plan Review
38502,NEW,Plan Review
38503,,No plan review
38504,,No plan review
38505,NEW,Plan Review
38506,NEW,Plan Review
38507,GRADING,Plan Review
38508,NEW,Plan Review
38509,,No plan review
38510,NEW,Plan Review
38511,ADD/ALT,Plan Review
38512,NEW,Plan Review
38513,ADD/ALT,Plan Review
38514,NEW,Plan Review
38515,,No plan review
38516,NEW,Plan Review
38517,NEW,Plan Review
38518,,No plan review
38519,NEW,Plan Review
38520,NEW,Plan Review
38521,NEW,Plan Review
38522,NEW,Plan Review
38523,TREE/VEGETATION MAINT/RESTORE,No plan review
38524,NEW,Plan Review
38525,NO CONSTRUCTION,Plan Review
38526,NEW,Plan Review
38527,ADD/ALT,Plan Review
38528,NEW,Plan Review
38529,TREE/VEGETATION MAINT/RESTORE,No plan review
38530,TREE/VEGETATION MAINT/RESTORE,No plan review
38531,TREE/VEGETATION MAINT/RESTORE,No plan review
38532,TREE/VEGETATION MAINT/RESTORE,No plan review
38533,ADD/ALT,Plan Review
38534,ADD/ALT,Plan Review
38535,ADD/ALT,Plan Review
38536,ADD/ALT,Plan Review
38537,,No plan review
38538,ADD/ALT,Plan Review
38539,NEW,Plan Review
38540,ADD/ALT,Plan Review
38541,TREE/VEGETATION MAINT/RESTORE,No plan review
38542,ADD/ALT,Plan Review
38543,NO CONSTRUCTION,Plan Review
38544,,No plan review
38545,ADD/ALT,Plan Review
38546,,No plan review
38547,NEW,Plan Review
38548,ADD/ALT,Plan Review
38549,NEW,Plan Review
38550,ADD/ALT,Plan Review
38551,ADD/ALT,Plan Review
38552,ADD/ALT,Plan Review
38553,NEW,Plan Review
38554,,No plan review
38555,NEW,Plan Review
38556,NEW,Plan Review
38557,NEW,Plan Review
38558,TREE/VEGETATION MAINT/RESTORE,No plan review
38559,TREE/VEGETATION MAINT/RESTORE,No plan review
38560,ADD/ALT,Plan Review
38561,GRADING,Plan Review
38562,NEW,Plan Review
38563,NO CONSTRUCTION,Plan Review
38564,ADD/ALT,Plan Review
38565,ADD/ALT,Plan Review
38566,ADD/ALT,Plan Review
38567,,No plan review
38568,NEW,Plan Review
38569,,No plan review
38570,ADD/ALT,Plan Review
38571,ADD/ALT,Plan Review
38572,NEW,Plan Review
38573,NEW,Plan Review
38574,NEW,Plan Review
38575,NEW,Plan Review
38576,ADD/ALT,Plan Review
38577,ADD/ALT,Plan Review
38578,ADD/ALT,Plan Review
38579,,No plan review
38580,ADD/ALT,Plan Review
38581,ADD/ALT,Plan Review
38582,ADD/ALT,Plan Review
38583,GRADING,Plan Review
38584,,No plan review
38585,NEW,Plan Review
38586,DEMOLITION,No plan review
38587,NEW,Plan Review
38588,NEW,Plan Review
38589,,No plan review
38590,,No plan review
38591,ADD/ALT,Plan Review
38592,NEW,Plan Review
38593,,No plan review
38594,NEW,Plan Review
38595,NEW,Plan Review
38596,NEW,Plan Review
38597,NEW,Plan Review
38598,,No plan review
38599,TREE/VEGETATION MAINT/RESTORE,No plan review
38600,NEW,Plan Review
38601,,No plan review
38602,ADD/ALT,Plan Review
38603,NEW,Plan Review
38604,,No plan review
38605,NEW,Plan Review
38606,NEW,Plan Review
38607,NEW,Plan Review
38608,NEW,Plan Review
38609,TREE/VEGETATION MAINT/RESTORE,No plan review
38610,TREE/VEGETATION MAINT/RESTORE,No plan review
38611,ADD/ALT,Plan Review
38612,NEW,Plan Review
38613,NEW,Plan Review
38614,,No plan review
38615,ADD/ALT,Plan Review
38616,NEW,Plan Review
38617,NEW,Plan Review
38618,NEW,Plan Review
38619,NEW,Plan Review
38620,,No plan review
38621,NEW,Plan Review
38622,NEW,Plan Review
38623,NEW,Plan Review
38624,NEW,Plan Review
38625,NEW,Plan Review
38626,NEW,Plan Review
38627,,No plan review
38628,ADD/ALT,Plan Review
38629,NEW,Plan Review
38630,NEW,Plan Review
38631,NEW,Plan Review
38632,NEW,Plan Review
38633,ADD/ALT,Plan Review
38634,ADD/ALT,Plan Review
38635,NEW,Plan Review
38636,,No plan review
38637,NEW,Plan Review
38638,,No plan review
38639,NEW,Plan Review
38640,NEW,Plan Review
38641,NEW,Plan Review
38642,NO CONSTRUCTION,Plan Review
38643,NEW,Plan Review
38644,,No plan review
38645,NEW,Plan Review
38646,NEW,Plan Review
38647,NEW,Plan Review
38648,NEW,Plan Review
38649,ADD/ALT,Plan Review
38650,NEW,Plan Review
38651,,No plan review
38652,NEW,Plan Review
38653,NEW,Plan Review
38654,TREE/VEGETATION MAINT/RESTORE,No plan review
38655,TREE/VEGETATION MAINT/RESTORE,No plan review
38656,GRADING,Plan Review
38657,NEW,Plan Review
38658,TREE/VEGETATION MAINT/RESTORE,No plan review
38659,NEW,Plan Review
38660,ADD/ALT,Plan Review
38661,ADD/ALT,Plan Review
38662,,No plan review
38663,NEW,Plan Review
38664,NEW,Plan Review
38665,NEW,Plan Review
38666,NEW,Plan Review
38667,NEW,Plan Review
38668,NEW,Plan Review
38669,NEW,Plan Review
38670,NEW,Plan Review
38671,NEW,Plan Review
38672,NEW,Plan Review
38673,NEW,Plan Review
38674,NEW,Plan Review
38675,,No plan review
38676,ADD/ALT,Plan Review
38677,NEW,Plan Review
38678,NEW,Plan Review
38679,NEW,Plan Review
38680,,No plan review
38681,NEW,Plan Review
38682,,No plan review
38683,,No plan review
38684,NEW,Plan Review
38685,ADD/ALT,Plan Review
38686,,No plan review
38687,NEW,Plan Review
38688,,No plan review
38689,NEW,Plan Review
38690,NEW,Plan Review
38691,ALTER,Plan Review
38692,NEW,Plan Review
38693,NEW,Plan Review
38694,NEW,Plan Review
38695,NO CONSTRUCTION,Plan Review
38696,NEW,Plan Review
38697,TREE/VEGETATION MAINT/RESTORE,No plan review
38698,ADD/ALT,Plan Review
38699,WETLAND RESTORATION,Plan Review
38700,ADD/ALT,Plan Review
38701,NEW,Plan Review
38702,,No plan review
38703,ADD/ALT,Plan Review
38704,NEW,Plan Review
38705,,No plan review
38706,NEW,Plan Review
38707,ADD/ALT,Plan Review
38708,ADD/ALT,Plan Review
38709,ADD/ALT,Plan Review
38710,NEW,Plan Review
38711,NEW,Plan Review
38712,NEW,Plan Review
38713,,No plan review
38714,NEW,Plan Review
38715,NEW,Plan Review
38716,NEW,Plan Review
38717,NEW,Plan Review
38718,,No plan review
38719,NEW,Plan Review
38720,NEW,Plan Review
38721,ADD/ALT,Plan Review
38722,,No plan review
38723,NEW,Plan Review
38724,NEW,Plan Review
38725,ADD/ALT,Plan Review
38726,NEW,Plan Review
38727,NEW,Plan Review
38728,NEW,Plan Review
38729,,No plan review
38730,ADD/ALT,Plan Review
38731,NEW,Plan Review
38732,NEW,Plan Review
38733,NEW,Plan Review
38734,NEW,Plan Review
38735,,No plan review
38736,NEW,Plan Review
38737,,No plan review
38738,NEW,Plan Review
38739,NEW,Plan Review
38740,NEW,Plan Review
38741,NEW,Plan Review
38742,TREE/VEGETATION MAINT/RESTORE,No plan review
38743,ADD/ALT,Plan Review
38744,NEW,Plan Review
38745,,No plan review
38746,,No plan review
38747,NEW,Plan Review
38748,NEW,Plan Review
38749,NEW,Plan Review
38750,NEW,Plan Review
38751,NEW,Plan Review
38752,TREE/VEGETATION MAINT/RESTORE,No plan review
38753,ADD/ALT,Plan Review
38754,ADD/ALT,Plan Review
38755,NEW,Plan Review
38756,NEW,Plan Review
38757,,No plan review
38758,NEW,Plan Review
38759,NEW,Plan Review
38760,NEW,Plan Review
38761,NEW,Plan Review
38762,ALTER,Plan Review
38763,NO CONSTRUCTION,Plan Review
38764,,No plan review
38765,NEW,Plan Review
38766,ADD/ALT,Plan Review
38767,NEW,Plan Review
38768,NEW,Plan Review
38769,NEW,Plan Review
38770,NEW,Plan Review
38771,,No plan review
38772,NEW,Plan Review
38773,,Plan Review
38774,NEW,Plan Review
38775,NEW,Plan Review
38776,,No plan review
38777,,No plan review
38778,ADD/ALT,Plan Review
38779,NEW,Plan Review
38780,DEMOLITION,No plan review
38781,NEW,Plan Review
38782,ADD/ALT,Plan Review
38783,,No plan review
38784,NEW,Plan Review
38785,ADD/ALT,Plan Review
38786,NEW,Plan Review
38787,ADD/ALT,Plan Review
38788,ADD/ALT,Plan Review
38789,ADD/ALT,Plan Review
38790,ADD/ALT,Plan Review
38791,NEW,Plan Review
38792,TREE/VEGETATION MAINT/RESTORE,No plan review
38793,,No plan review
38794,TREE/VEGETATION MAINT/RESTORE,No plan review
38795,ADD/ALT,Plan Review
38796,ADD/ALT,Plan Review
38797,NEW,Plan Review
38798,,No plan review
38799,NEW,Plan Review
38800,,No plan review
38801,,No plan review
38802,NEW,Plan Review
38803,TREE/VEGETATION MAINT/RESTORE,No plan review
38804,ADD/ALT,Plan Review
38805,GRADING,Plan Review
38806,ADD/ALT,Plan Review
38807,ADD/ALT,Plan Review
38808,ADD/ALT,Plan Review
38809,ADD/ALT,Plan Review
38810,DEMOLITION,No plan review
38811,DEMOLITION,No plan review
38812,NEW,Plan Review
38813,NEW,Plan Review
38814,,No plan review
38815,NEW,Plan Review
38816,NEW,Plan Review
38817,NEW,Plan Review
38818,NEW,Plan Review
38819,ADD/ALT,Plan Review
38820,TREE/VEGETATION MAINT/RESTORE,No plan review
38821,NEW,Plan Review
38822,,No plan review
38823,TREE/VEGETATION MAINT/RESTORE,No plan review
38824,TREE/VEGETATION MAINT/RESTORE,No plan review
38825,ADD/ALT,Plan Review
38826,TREE/VEGETATION MAINT/RESTORE,No plan review
38827,ADD/ALT,Plan Review
38828,NEW,Plan Review
38829,,No plan review
38830,NEW,Plan Review
38831,NEW,Plan Review
38832,,No plan review
38833,NEW,Plan Review
38834,NO CONSTRUCTION,Plan Review
38835,NO CONSTRUCTION,Plan Review
38836,NO CONSTRUCTION,Plan Review
38837,,No plan review
38838,NEW,Plan Review
38839,NEW,Plan Review
38840,NEW,Plan Review
38841,ADD/ALT,Plan Review
38842,ADD/ALT,Plan Review
38843,ADD/ALT,Plan Review
38844,ADD/ALT,Plan Review
38845,ALTER,Plan Review
38846,,No plan review
38847,NEW,Plan Review
38848,NEW,Plan Review
38849,,No plan review
38850,NEW,Plan Review
38851,NEW,Plan Review
38852,,No plan review
38853,TREE/VEGETATION MAINT/RESTORE,No plan review
38854,TREE/VEGETATION MAINT/RESTORE,No plan review
38855,,No plan review
38856,NEW,Plan Review
38857,ADD/ALT,Plan Review
38858,ADD/ALT,Plan Review
38859,NEW,Plan Review
38860,NEW,Plan Review
38861,NEW,Plan Review
38862,NEW,Plan Review
38863,NEW,Plan Review
38864,NEW,Plan Review
38865,ADD/ALT,Plan Review
38866,ADD/ALT,Plan Review
38867,NEW,Plan Review
38868,NEW,Plan Review
38869,NEW,Plan Review
38870,NEW,Plan Review
38871,NEW,Plan Review
38872,,No plan review
38873,ADD/ALT,Plan Review
38874,NEW,Plan Review
38875,,No plan review
38876,NO CONSTRUCTION,Plan Review
38877,NEW,Plan Review
38878,NEW,Plan Review
38879,NEW,Plan Review
38880,NEW,Plan Review
38881,TREE/VEGETATION MAINT/RESTORE,No plan review
38882,ADD/ALT,Plan Review
38883,NEW,Plan Review
38884,,No plan review
38885,NEW,Plan Review
38886,,No plan review
38887,NEW,Plan Review
38888,NEW,Plan Review
38889,ADD/ALT,Plan Review
38890,GRADING,Plan Review
38891,NEW,Plan Review
38892,,No plan review
38893,ADD/ALT,Plan Review
38894,ADD/ALT,Plan Review
38895,NEW,Plan Review
38896,NEW,Plan Review
38897,NEW,Plan Review
38898,NEW,Plan Review
38899,,No plan review
38900,GRADING,Plan Review
38901,GRADING,Plan Review
38902,GRADING,Plan Review
38903,NEW,Plan Review
38904,GRADING,Plan Review
38905,GRADING,Plan Review
38906,GRADING,Plan Review
38907,ADD/ALT,Plan Review
38908,ADD/ALT,Plan Review
38909,ADD/ALT,Plan Review
38910,NEW,Plan Review
38911,DRAINAGE APPROVAL,Plan Review
38912,NEW,Plan Review
38913,ADD/ALT,Plan Review
38914,NEW,Plan Review
38915,DRAINAGE APPROVAL,Plan Review
38916,NEW,Plan Review
38917,ADD/ALT,Plan Review
38918,,No plan review
38919,NEW,Plan Review
38920,NEW,Plan Review
38921,,No plan review
38922,NEW,Plan Review
38923,NEW,Plan Review
38924,ADD/ALT,Plan Review
38925,ADD/ALT,Plan Review
38926,,No plan review
38927,,No plan review
38928,NEW,Plan Review
38929,NEW,Plan Review
38930,ADD/ALT,Plan Review
38931,,No plan review
38932,NEW,Plan Review
38933,,No plan review
38934,NEW,Plan Review
38935,,No plan review
38936,NEW,Plan Review
38937,,Plan Review
38938,NEW,Plan Review
38939,,No plan review
38940,,No plan review
38941,NEW,Plan Review
38942,NEW,Plan Review
38943,ADD/ALT,Plan Review
38944,ADD/ALT,Plan Review
38945,NEW,Plan Review
38946,,No plan review
38947,ADD/ALT,Plan Review
38948,ADD/ALT,Plan Review
38949,NEW,Plan Review
38950,NEW,Plan Review
38951,,No plan review
38952,NEW,Plan Review
38953,NEW,Plan Review
38954,ADD/ALT,Plan Review
38955,,No plan review
38956,NEW,Plan Review
38957,,No plan review
38958,ADD/ALT,Plan Review
38959,,No plan review
38960,NEW,Plan Review
38961,NEW,Plan Review
38962,NEW,Plan Review
38963,NEW,Plan Review
38964,NEW,Plan Review
38965,NEW,Plan Review
38966,NEW,Plan Review
38967,NEW,Plan Review
38968,NEW,Plan Review
38969,NEW,Plan Review
38970,NEW,Plan Review
38971,NEW,Plan Review
38972,NEW,Plan Review
38973,,No plan review
38974,NEW,Plan Review
38975,NEW,Plan Review
38976,,No plan review
38977,NEW,Plan Review
38978,NEW,Plan Review
38979,NEW,Plan Review
38980,NEW,Plan Review
38981,NEW,Plan Review
38982,NEW,Plan Review
38983,NEW,Plan Review
38984,ADD/ALT,Plan Review
38985,NEW,Plan Review
38986,NEW,Plan Review
38987,NEW,Plan Review
38988,NEW,Plan Review
38989,NEW,Plan Review
38990,NEW,Plan Review
38991,ADD/ALT,Plan Review
38992,ADD/ALT,Plan Review
38993,ADD/ALT,Plan Review
38994,,No plan review
38995,NEW,Plan Review
38996,NEW,Plan Review
38997,,No plan review
38998,NEW,Plan Review
38999,ADD/ALT,Plan Review
39000,NEW,Plan Review
39001,NEW,Plan Review
39002,NEW,Plan Review
39003,NEW,Plan Review
39004,NEW,Plan Review
39005,NEW,Plan Review
39006,,No plan review
39007,,No plan review
39008,NEW,Plan Review
39009,NEW,Plan Review
39010,ADD/ALT,Plan Review
39011,NEW,Plan Review
39012,NEW,Plan Review
39013,NEW,Plan Review
39014,NEW,Plan Review
39015,ADD/ALT,Plan Review
39016,NEW,Plan Review
39017,NEW,Plan Review
39018,NEW,Plan Review
39019,ADD/ALT,Plan Review
39020,NEW,Plan Review
39021,,No plan review
39022,NEW,Plan Review
39023,NEW,Plan Review
39024,NEW,Plan Review
39025,,No plan review
39026,NEW,Plan Review
39027,ADD/ALT,Plan Review
39028,ADD/ALT,Plan Review
39029,ADD/ALT,Plan Review
39030,ADD/ALT,Plan Review
39031,ADD/ALT,Plan Review
39032,,No plan review
39033,NEW,Plan Review
39034,NEW,Plan Review
39035,ADD/ALT,Plan Review
39036,NEW,Plan Review
39037,NEW,Plan Review
